Timestep[1] 	 x_error[2] 	 command_torques[4] 	 joint_gravity[4] 	 effective_joint_gravity[4] 	 alpha[1]
0.159094	1.62794e-05 0.000367794	63.6491 33.3971 14.2268 3.95635	65.6163  34.459 14.4105 4.02804	65.6163  34.459 14.4105 4.02804	-0.727666	
0.160096	1.62972e-05 0.000366324	63.6485 33.3962 14.2263 3.95643	 65.616 34.4581 14.4103 4.02821	20.3262 12.7632 10.1951 2.61607	-0.727666	
0.1611	1.63134e-05 0.000364976	63.6548 33.3989 14.2261 3.95667	65.6158 34.4573 14.4101 4.02837	20.3247 12.7622 10.1948 2.61618	-0.727666	
0.162109	1.63296e-05 0.000363618	63.6542  33.398 14.2256 3.95677	65.6155 34.4565 14.4099 4.02853	20.3231 12.7612 10.1944 2.61629	-0.727666	
0.163093	1.63459e-05 0.000362251	63.6537 33.3971 14.2252 3.95686	65.6152 34.4558 14.4098 4.02869	20.3216 12.7602  10.194  2.6164	-0.727666	
0.164092	1.63623e-05 0.000360874	63.6534 33.3963 14.2247 3.95697	65.6149  34.455 14.4096 4.02885	20.3201 12.7592 10.1937 2.61651	-0.727666	
0.165138	1.63787e-05 0.000359489	63.6531 33.3955 14.2243 3.95708	65.6147 34.4542 14.4094 4.02902	20.3185 12.7582 10.1933 2.61662	-0.727666	
0.166098	1.63952e-05 0.000358095	63.6529 33.3948 14.2238  3.9572	65.6144 34.4533 14.4092 4.02918	20.3169 12.7572 10.1929 2.61674	-0.727666	
0.16706	1.64119e-05 0.000356692	63.6528 33.3941 14.2234 3.95732	65.6144 34.4533 14.4092 4.02918	20.3169 12.7572 10.1929 2.61674	-0.727666	
0.168059	 1.6427e-05 0.000355423	63.6528 33.3934  14.223 3.95744	65.6138 34.4518 14.4089  4.0295	65.6138 34.4518 14.4089  4.0295	-0.727666	
0.169058	1.64456e-05 0.000353863	 63.646 33.3892 14.2222 3.95742	65.6138 34.4518 14.4089  4.0295	20.3147 12.7558 10.1925  2.6171	-0.727666	
0.170058	1.64626e-05 0.000352436	63.6533 33.3923 14.2222 3.95772	65.6135 34.4509 14.4087 4.02968	20.3121 12.7541 10.1917 2.61707	-0.727666	
0.171057	1.64781e-05 0.000351146	63.6535 33.3918 14.2218 3.95786	 65.613 34.4493 14.4084 4.03001	 65.613 34.4493 14.4084 4.03001	-0.727666	
0.172057	1.64955e-05 0.000349705	63.6469 33.3877 14.2211 3.95785	 65.613 34.4493 14.4084 4.03001	65.6127 34.4484 14.4082 4.03018	-0.727666	
0.173057	1.65129e-05 0.000348257	63.6475 33.3873 14.2207   3.958	65.6124 34.4476  14.408 4.03035	65.6124 34.4476  14.408 4.03035	-0.727666	
0.174057	1.65304e-05 0.000346802	63.6482  33.387 14.2204 3.95816	65.6121 34.4467 14.4078 4.03053	20.3048 12.7494 10.1901 2.61779	-0.727666	
0.175056	1.65482e-05 0.000345341	63.6489 33.3867 14.2201 3.95833	65.6121 34.4467 14.4078 4.03053	20.3048 12.7494 10.1901 2.61779	-0.727666	
0.176056	 1.6566e-05 0.000343873	63.6497 33.3864 14.2197  3.9585	65.6118 34.4459 14.4076  4.0307	20.3031 12.7483 10.1897 2.61791	-0.727666	
0.177063	 1.6566e-05 0.000343873	63.6506 33.3862 14.2194 3.95867	65.6115  34.445 14.4074 4.03088	20.3014 12.7472 10.1893 2.61803	-0.727666	
0.178075	1.65841e-05 0.000342398	63.6516 33.3861 14.2191 3.95885	65.6112 34.4441 14.4072 4.03106	20.2997 12.7461 10.1889 2.61815	-0.727666	
0.17906	1.66211e-05 0.000339432	63.6526 33.3859 14.2188 3.95904	65.6106 34.4423 14.4069 4.03142	20.2962 12.7438  10.188 2.61839	-0.727666	
0.180058	1.66401e-05 0.000337941	63.6537 33.3858 14.2185 3.95923	65.6103 34.4414 14.4067  4.0316	20.2944 12.7427 10.1876 2.61851	-0.727666	
0.181057	1.66595e-05 0.000336444	63.6549 33.3857 14.2183 3.95942	65.6103 34.4414 14.4067  4.0316	20.2944 12.7427 10.1876 2.61851	-0.727666	
0.182059	1.66791e-05 0.000334943	63.6562 33.3857  14.218 3.95962	65.6096 34.4396 14.4063 4.03197	65.6096 34.4396 14.4063 4.03197	-0.727666	
0.183057	 1.6701e-05 0.000333285	63.6575 33.3857 14.2177 3.95983	65.6096 34.4396 14.4063 4.03197	20.2909 12.7404 10.1867 2.61875	-0.727666	
0.184121	1.67193e-05 0.000331925	63.6659 33.3894 14.2178 3.96021	 65.609 34.4378 14.4059 4.03234	20.2873 12.7381 10.1859   2.619	-0.727666	
0.185059	1.67401e-05  0.00033041	63.6603 33.3857 14.2172 3.96025	65.6087 34.4369 14.4057 4.03253	20.2855 12.7369 10.1854 2.61913	-0.727666	
0.186058	1.67633e-05 0.000328739	63.6618 33.3858  14.217 3.96047	65.6083 34.4358 14.4055 4.03274	65.6083 34.4358 14.4055 4.03274	-0.727666	
0.187059	 1.6785e-05 0.000327216	63.6705 33.3896 14.2171 3.96086	65.6083 34.4358 14.4055 4.03274	20.2827 12.7351 10.1846 2.61912	-0.727666	
0.188059	1.68049e-05 0.000325842	 63.672 33.3897 14.2169 3.96109	65.6077  34.434 14.4051  4.0331	65.6077  34.434 14.4051  4.0331	-0.727666	
0.189059	1.68275e-05 0.000324313	63.6666 33.3861 14.2164 3.96115	65.6074 34.4331 14.4049 4.03329	65.6074 34.4331 14.4049 4.03329	-0.727666	
0.190059	1.68505e-05  0.00032278	63.6684 33.3863 14.2162 3.96138	 65.607 34.4321 14.4047 4.03349	 65.607 34.4321 14.4047 4.03349	-0.727666	
0.191059	 1.6874e-05 0.000321244	63.6703 33.3865  14.216 3.96162	65.6067 34.4312 14.4044 4.03368	65.6067 34.4312 14.4044 4.03368	-0.727666	
0.192059	1.68979e-05 0.000319705	63.6722 33.3868 14.2158 3.96187	65.6064 34.4302 14.4042 4.03388	65.6064 34.4302 14.4042 4.03388	-0.727666	
0.193059	1.69224e-05 0.000318163	63.6742 33.3871 14.2156 3.96212	 65.606 34.4292  14.404 4.03408	 65.606 34.4292  14.404 4.03408	-0.727666	
0.194068	1.69224e-05 0.000318163	63.6762 33.3874 14.2154 3.96237	 65.606 34.4292  14.404 4.03408	20.2706 12.7273 10.1818 2.62016	-0.727666	
0.19506	1.69754e-05 0.000314917	63.6783 33.3878 14.2153 3.96262	65.6057 34.4282 14.4038 4.03428	20.2687 12.7261 10.1813  2.6203	-0.727666	
0.196059	1.70015e-05 0.000313368	63.6876 33.3919 14.2155 3.96306	65.6053 34.4272 14.4036  4.0345	20.2658 12.7242 10.1804  2.6203	-0.727666	
0.197078	1.70015e-05 0.000313368	63.6897 33.3922 14.2153 3.96332	 65.605 34.4262 14.4034  4.0347	20.2639 12.7229   10.18 2.62043	-0.727666	
0.198085	1.70257e-05 0.000311972	63.6848 33.3888 14.2148 3.96342	65.6046 34.4253 14.4032 4.03488	20.2628 12.7223 10.1799  2.6207	-0.727666	
0.199082	1.70563e-05 0.000310265	63.6941 33.3929 14.2151 3.96386	65.6043 34.4242 14.4029 4.03511	  20.26 12.7204  10.179 2.62071	-0.727666	
0.200082	1.70852e-05 0.000308712	63.6964 33.3934 14.2149 3.96414	65.6039 34.4232 14.4027 4.03531	 20.258 12.7191 10.1785 2.62085	-0.727666	
0.201083	1.71152e-05 0.000307157	63.6988 33.3938 14.2148 3.96442	65.6036 34.4221 14.4025 4.03552	 20.256 12.7179  10.178 2.62099	-0.727666	
0.202083	1.71432e-05 0.000305758	63.6941 33.3906 14.2143 3.96453	65.6032 34.4212 14.4023 4.03571	20.2549 12.7172  10.178 2.62126	-0.727666	
0.203084	1.71753e-05 0.000304202	63.6966 33.3911 14.2142 3.96482	65.6029 34.4202 14.4021 4.03591	20.2529 12.7159 10.1775  2.6214	-0.727666	
0.204083	1.72084e-05 0.000302645	63.6992 33.3916 14.2141 3.96512	65.6025 34.4192 14.4019 4.03612	20.2509 12.7146  10.177 2.62154	-0.727666	
0.205073	1.72781e-05  0.00029953	63.7019 33.3922  14.214 3.96541	65.6022 34.4181 14.4016 4.03633	20.2489 12.7133 10.1765 2.62168	-0.727666	
0.206081	1.72781e-05  0.00029953	63.7046 33.3928 14.2139 3.96571	65.6018 34.4171 14.4014 4.03655	20.2468 12.7119  10.176 2.62182	-0.727666	
0.207075	1.73524e-05 0.000296412	63.7074 33.3935 14.2138 3.96602	65.6014  34.416 14.4012 4.03676	20.2447 12.7106 10.1755 2.62196	-0.727666	
0.208079	1.73524e-05 0.000296412	63.7102 33.3941 14.2137 3.96633	65.6011  34.415  14.401 4.03697	20.2427 12.7093  10.175  2.6221	-0.727666	
0.209082	1.73913e-05 0.000294853	63.7131 33.3948 14.2137 3.96664	65.6007 34.4139 14.4007 4.03719	20.2406 12.7079 10.1744 2.62225	-0.727666	
0.210082	1.74313e-05 0.000293294	 63.716 33.3955 14.2136 3.96695	65.6003 34.4128 14.4005 4.03741	20.2385 12.7066 10.1739 2.62239	-0.727666	
0.211078	1.74724e-05 0.000291735	63.7189 33.3962 14.2135 3.96727	65.5999 34.4117 14.4003 4.03763	20.2364 12.7052 10.1734 2.62253	-0.727666	
0.212084	1.75535e-05 0.000288774	63.7219 33.3969 14.2135 3.96759	65.5996 34.4107 14.4001 4.03784	20.2342 12.7038 10.1729 2.62268	-0.727666	
0.21307	1.75535e-05 0.000288774	63.7179 33.3939  14.213 3.96773	65.5992 34.4097 14.3998 4.03804	 20.233 12.7031 10.1728 2.62295	-0.727666	
0.214071	1.76024e-05  0.00028706	63.7281 33.3984 14.2134 3.96824	65.5988 34.4085 14.3996 4.03829	  20.23 12.7011 10.1718 2.62297	-0.727666	
0.215072	 1.7648e-05 0.000285502	63.7313 33.3993 14.2133 3.96857	65.5984 34.4074 14.3994 4.03851	20.2278 12.6997 10.1713 2.62312	-0.727666	
0.216072	1.76995e-05 0.000283789	63.7415 33.4038 14.2137 3.96909	 65.598 34.4062 14.3991 4.03875	20.2247 12.6977 10.1704 2.62314	-0.727666	
0.217108	1.77473e-05 0.000282233	63.7446 33.4045 14.2136 3.96942	65.5976 34.4051 14.3989 4.03898	20.2225 12.6963 10.1698 2.62329	-0.727666	
0.218065	1.78409e-05  0.00027928	63.7477 33.4053 14.2136 3.96976	65.5972 34.4039 14.3986 4.03921	20.2204 12.6949 10.1693 2.62344	-0.727666	
0.219064	1.78966e-05 0.000277572	63.7437 33.4023 14.2132 3.96992	65.5969 34.4029 14.3984 4.03941	20.2191 12.6941 10.1692 2.62372	-0.727666	
0.220065	1.79428e-05 0.000276176	63.7541 33.4069 14.2135 3.97044	65.5964 34.4017 14.3981 4.03966	 20.216  12.692 10.1682 2.62375	-0.727666	
0.221071	1.80002e-05 0.000274471	63.7502  33.404 14.2131  3.9706	65.5961 34.4007 14.3979 4.03987	20.2147 12.6912 10.1681 2.62403	-0.727666	
0.222061	1.80478e-05 0.000273078	63.7606 33.4085 14.2135 3.97114	65.5957 34.3994 14.3977 4.04012	20.2115 12.6892 10.1672 2.62406	-0.727666	
0.22306	1.81068e-05 0.000271376	63.7568 33.4057 14.2131  3.9713	65.5953 34.3984 14.3974 4.04033	20.2102 12.6883  10.167 2.62434	-0.727666	
0.22406	1.81614e-05 0.000269831	63.7672 33.4103 14.2135 3.97184	65.5949 34.3971 14.3972 4.04059	 20.207 12.6863 10.1661 2.62437	-0.727666	
0.22506	1.82168e-05 0.000268288	63.7705 33.4111 14.2135  3.9722	 65.594 34.3948 14.3967 4.04105	 65.594 34.3948 14.3967 4.04105	-0.727666	
0.226062	1.82674e-05   0.0002669	63.7739 33.4119 14.2135 3.97255	 65.594 34.3948 14.3967 4.04105	20.2025 12.6834  10.165 2.62468	-0.727666	
0.227062	1.82674e-05   0.0002669	63.7702 33.4091 14.2131 3.97273	65.5937 34.3938 14.3965 4.04127	20.2012 12.6825 10.1648 2.62497	-0.727666	
0.228062	1.83301e-05 0.000265207	63.7808 33.4138 14.2135 3.97328	65.5932 34.3925 14.3962 4.04153	20.1979 12.6804 10.1638   2.625	-0.727666	
0.229062	1.8388e-05 0.00026367	63.7842 33.4147 14.2135 3.97365	65.5928 34.3913 14.3959 4.04177	20.1957 12.6789 10.1633 2.62516	-0.727666	
0.230063	1.85066e-05 0.000260602	63.7877 33.4156 14.2135 3.97402	65.5924 34.3901 14.3957 4.04201	20.1933 12.6774 10.1627 2.62532	-0.727666	
0.231062	1.85673e-05 0.000259071	63.7912 33.4165 14.2136 3.97439	 65.592 34.3889 14.3954 4.04225	 20.191 12.6759 10.1621 2.62549	-0.727666	
0.232091	1.85673e-05 0.000259071	63.7947 33.4174 14.2136 3.97476	65.5916 34.3877 14.3952 4.04249	20.1887 12.6744 10.1616 2.62565	-0.727666	
0.23306	1.86227e-05 0.000257696	63.7912 33.4147 14.2132 3.97495	65.5912 34.3867  14.395 4.04271	20.1873 12.6736 10.1614 2.62593	-0.727666	
0.234065	1.87482e-05 0.000254647	63.7949 33.4157 14.2133 3.97533	65.5908 34.3854 14.3947 4.04295	20.1849  12.672 10.1608 2.62609	-0.727666	
0.235064	1.88122e-05 0.000253126	63.7986 33.4167 14.2133 3.97572	65.5904 34.3842 14.3944  4.0432	20.1826 12.6705 10.1602 2.62626	-0.727666	
0.236064	1.88835e-05 0.000251455	63.8024 33.4177 14.2133  3.9761	65.5899  34.383 14.3942 4.04344	20.1802  12.669 10.1597 2.62642	-0.727666	
0.237064	1.89494e-05 0.000249939	63.8132 33.4224 14.2138 3.97667	 65.589 34.3805 14.3936 4.04396	 65.589 34.3805 14.3936 4.04396	-0.727666	
0.238063	1.90162e-05 0.000248426	63.8169 33.4234 14.2138 3.97706	65.5886 34.3792 14.3934 4.04421	65.5886 34.3792 14.3934 4.04421	-0.727666	
0.239061	1.90162e-05 0.000248426	63.8206 33.4244 14.2138 3.97745	65.5886 34.3792 14.3934 4.04421	20.1721 12.6637 10.1575  2.6268	-0.727666	
0.240062	1.90841e-05 0.000246916	63.8243 33.4254 14.2139 3.97785	65.5882  34.378 14.3931 4.04446	20.1697 12.6622 10.1569 2.62697	-0.727666	
0.241063	1.92228e-05 0.000243906	63.8281 33.4264 14.2139 3.97824	65.5873 34.3755 14.3926 4.04496	20.1648  12.659 10.1557 2.62731	-0.727666	
0.242062	1.92936e-05 0.000242406	63.8318 33.4274  14.214 3.97864	65.5873 34.3755 14.3926 4.04496	20.1648  12.659 10.1557 2.62731	-0.727666	
0.243062	1.92936e-05 0.000242406	63.8356 33.4284  14.214 3.97904	65.5869 34.3742 14.3923 4.04522	20.1623 12.6575 10.1551 2.62748	-0.727666	
0.244062	1.93655e-05 0.000240908	63.8394 33.4295 14.2141 3.97944	65.5864  34.373 14.3921 4.04547	20.1599 12.6559 10.1545 2.62765	-0.727666	
0.245063	1.94384e-05 0.000239415	63.8433 33.4305 14.2141 3.97985	 65.586 34.3717 14.3918 4.04573	20.1574 12.6543 10.1539 2.62782	-0.727666	
0.246072	1.95123e-05 0.000237924	63.8471 33.4315 14.2142 3.98025	65.5855 34.3704 14.3915 4.04598	20.1549 12.6527 10.1533 2.62799	-0.727666	
0.247062	1.96636e-05 0.000234953	63.8441  33.429 14.2139 3.98047	65.5851 34.3693 14.3913 4.04622	20.1534 12.6517 10.1531 2.62828	-0.727666	
0.248062	1.97411e-05 0.000233473	 63.855 33.4337 14.2143 3.98108	65.5847 34.3679  14.391  4.0465	  20.15 12.6495 10.1521 2.62834	-0.727666	
0.249062	1.98196e-05 0.000231997	63.8589 33.4347 14.2144 3.98149	65.5842 34.3666 14.3907 4.04676	65.5838 34.3653 14.3905 4.04702	-0.727666	
0.250062	1.98196e-05 0.000231997	63.8629 33.4358 14.2144 3.98191	65.5838 34.3653 14.3905 4.04702	20.1449 12.6462 10.1509 2.62869	-0.727666	
0.251066	1.98911e-05 0.000230671	63.8599 33.4333 14.2141 3.98213	65.5833 34.3641 14.3902 4.04726	20.1433 12.6452 10.1506 2.62898	-0.727666	
0.252064	1.99715e-05 0.000229201	 63.864 33.4344 14.2142 3.98255	65.5829 34.3628 14.3899 4.04752	20.1408 12.6436   10.15 2.62915	-0.727666	
0.253059	2.00527e-05 0.000227735	63.8681 33.4355 14.2143 3.98297	65.5824 34.3615 14.3897 4.04778	20.1382 12.6419 10.1494 2.62933	-0.727666	
0.25406	2.02265e-05 0.000224666	63.8722 33.4367 14.2143  3.9834	 65.582 34.3602 14.3894 4.04805	20.1356 12.6403 10.1487  2.6295	-0.727666	
0.255061	2.02265e-05 0.000224666	63.8833 33.4415 14.2148 3.98401	65.5815 34.3588 14.3891 4.04834	20.1322  12.638 10.1477 2.62957	-0.727666	
0.256062	2.03961e-05 0.000221758	63.8804 33.4389 14.2145 3.98425	65.5811 34.3576 14.3889 4.04858	20.1305  12.637 10.1475 2.62986	-0.727666	
0.257061	2.04825e-05 0.000220309	63.8915 33.4437  14.215 3.98487	65.5806 34.3561 14.3885 4.04887	 20.127 12.6347 10.1464 2.62993	-0.727666	
0.258063	2.04825e-05 0.000220309	63.8956 33.4448 14.2151  3.9853	65.5801 34.3548 14.3883 4.04914	20.1244  12.633 10.1458 2.63011	-0.727666	
0.259064	2.06584e-05 0.000217424	63.8928 33.4423 14.2147 3.98554	65.5797 34.3536  14.388 4.04939	20.1227 12.6319 10.1455  2.6304	-0.727666	
0.260063	2.06584e-05 0.000217424	63.9039 33.4471 14.2152 3.98616	65.5791 34.3521 14.3877 4.04968	20.1191 12.6296 10.1445 2.63047	-0.727666	
0.261063	2.08385e-05 0.000214555	 63.908 33.4482 14.2153  3.9866	65.5787 34.3508 14.3874 4.04996	20.1165 12.6279 10.1439 2.63065	-0.727666	
0.262067	2.08385e-05 0.000214555	63.9121 33.4493 14.2154 3.98704	65.5782 34.3494 14.3871 4.05023	20.1139 12.6263 10.1432 2.63083	-0.727666	
0.263077	2.09303e-05 0.000213127	63.9163 33.4504 14.2155 3.98747	65.5777 34.3481 14.3869  4.0505	20.1112 12.6245 10.1426 2.63102	-0.727666	
0.264063	2.10138e-05 0.000211844	63.9135 33.4479 14.2152 3.98772	65.5773 34.3468 14.3866 4.05075	20.1095 12.6234 10.1423 2.63131	-0.727666	
0.265062	2.12022e-05 0.000209007	63.9178 33.4491 14.2153 3.98816	65.5763 34.3441  14.386  4.0513	65.5763 34.3441  14.386  4.0513	-0.727666	
0.266103	2.12979e-05 0.000207594	63.9221 33.4503 14.2154 3.98861	65.5759 34.3427 14.3858 4.05158	65.5759 34.3427 14.3858 4.05158	-0.727666	
0.267106	2.13947e-05 0.000206184	63.9264 33.4515 14.2155 3.98905	65.5754 34.3413 14.3855 4.05186	65.5754 34.3413 14.3855 4.05186	-0.727666	
0.268064	2.14924e-05 0.000204779	63.9307 33.4526 14.2155  3.9895	65.5754 34.3413 14.3855 4.05186	65.5749   34.34 14.3852 4.05214	-0.727666	
0.269063	2.15912e-05 0.000203378	 63.935 33.4538 14.2156 3.98995	65.5749   34.34 14.3852 4.05214	 20.096 12.6148  10.139 2.63223	-0.727666	
0.270063	2.16909e-05 0.000201981	63.9393  33.455 14.2157  3.9904	65.5744 34.3386 14.3849 4.05242	65.5739 34.3372 14.3846  4.0527	-0.727666	
0.271063	2.17917e-05 0.000200588	63.9436 33.4562 14.2158 3.99085	65.5739 34.3372 14.3846  4.0527	65.5734 34.3358 14.3843 4.05298	-0.727666	
0.272111	2.18936e-05 0.000199199	63.9479 33.4573 14.2159 3.99131	65.5734 34.3358 14.3843 4.05298	20.0878 12.6095 10.1369 2.63279	-0.727666	
0.273061	2.19965e-05 0.000197814	63.9523 33.4585  14.216 3.99176	65.5724  34.333 14.3837 4.05355	65.5724  34.333 14.3837 4.05355	-0.727666	
0.2741	2.21004e-05 0.000196433	63.9566 33.4597 14.2161 3.99222	 65.572 34.3315 14.3834 4.05384	 65.572 34.3315 14.3834 4.05384	-0.727666	
0.275103	2.22054e-05 0.000195056	 63.961 33.4609 14.2162 3.99268	65.5715 34.3301 14.3831 4.05412	65.5715 34.3301 14.3831 4.05412	-0.727666	
0.2761	2.23114e-05 0.000193684	63.9653  33.462 14.2163 3.99314	 65.571 34.3287 14.3828 4.05441	 65.571 34.3287 14.3828 4.05441	-0.727666	
0.277102	2.24185e-05 0.000192316	63.9697 33.4632 14.2164  3.9936	65.5705 34.3273 14.3825  4.0547	20.0711 12.5988 10.1328 2.63394	-0.727666	
0.278102	2.25266e-05 0.000190952	 63.974 33.4644 14.2165 3.99406	  65.57 34.3258 14.3822 4.05499	20.0683  12.597 10.1321 2.63413	-0.727666	
0.279102	2.26359e-05 0.000189592	63.9784 33.4655 14.2166 3.99452	65.5694 34.3244  14.382 4.05528	65.5694 34.3244  14.382 4.05528	-0.727666	
0.280101	2.27461e-05 0.000188237	63.9828 33.4667 14.2167 3.99499	65.5689 34.3229 14.3817 4.05557	20.0627 12.5933 10.1307 2.63451	-0.727666	
0.281099	2.28575e-05 0.000186886	63.9872 33.4679 14.2168 3.99545	65.5684 34.3215 14.3814 4.05586	20.0598 12.5915   10.13 2.63471	-0.727666	
0.2821	2.29699e-05  0.00018554	63.9915  33.469 14.2169 3.99592	65.5679   34.32 14.3811 4.05615	 20.057 12.5897 10.1293  2.6349	-0.727666	
0.283147	2.30834e-05 0.000184198	63.9959 33.4702  14.217 3.99639	65.5674 34.3186 14.3808 4.05645	20.0541 12.5879 10.1286  2.6351	-0.727666	
0.284062	2.30834e-05 0.000184198	64.0003 33.4714 14.2171 3.99686	65.5674 34.3186 14.3808 4.05645	20.0541 12.5879 10.1286  2.6351	-0.727666	
0.28506	2.3198e-05 0.00018286	64.0047 33.4725 14.2173 3.99733	65.5669 34.3171 14.3805 4.05674	20.0513  12.586 10.1279  2.6353	-0.727666	
0.286066	2.33137e-05 0.000181527	64.0091 33.4737 14.2174  3.9978	65.5664 34.3157 14.3801 4.05704	20.0484 12.5842 10.1272 2.63549	-0.727666	
0.287063	2.34305e-05 0.000180198	64.0135 33.4748 14.2175 3.99828	65.5659 34.3142 14.3798 4.05733	20.0455 12.5823 10.1265 2.63569	-0.727666	
0.288063	2.36793e-05 0.000177422	64.0179  33.476 14.2176 3.99875	65.5654 34.3127 14.3795 4.05763	65.5648 34.3111 14.3792 4.05796	-0.727666	
0.289084	2.36793e-05 0.000177422	 64.029 33.4806 14.2181 3.99942	65.5648 34.3111 14.3792 4.05796	20.0388  12.578 10.1247 2.63599	-0.727666	
0.290063	2.37995e-05 0.000176107	64.0333 33.4817 14.2182  3.9999	65.5643 34.3096 14.3789 4.05826	20.0359 12.5761  10.124 2.63619	-0.727666	
0.291064	2.39215e-05 0.000174797	64.0376 33.4827 14.2183 4.00038	65.5637 34.3081 14.3786 4.05856	 20.033 12.5743 10.1233 2.63639	-0.727666	
0.292065	2.41691e-05 0.000172193	64.0419 33.4838 14.2184 4.00086	65.5632 34.3066 14.3783 4.05886	20.0301 12.5724 10.1226 2.63659	-0.727666	
0.293062	2.41691e-05 0.000172193	64.0462 33.4849 14.2185 4.00134	65.5627 34.3051  14.378 4.05916	20.0272 12.5705 10.1218  2.6368	-0.727666	
0.294063	2.42947e-05 0.000170898	64.0505 33.4859 14.2186 4.00182	65.5622 34.3036 14.3777 4.05946	20.0242 12.5686 10.1211   2.637	-0.727666	
0.295062	2.44215e-05 0.000169608	64.0547  33.487 14.2187  4.0023	65.5616 34.3021 14.3774 4.05977	20.0213 12.5667 10.1204  2.6372	-0.727666	
0.296062	2.46786e-05 0.000167043	 64.059  33.488 14.2188 4.00278	65.5611 34.3006 14.3771 4.06007	20.0183 12.5648 10.1197 2.63741	-0.727666	
0.297062	2.46786e-05 0.000167043	64.0633 33.4891 14.2189 4.00326	65.5606 34.2991 14.3767 4.06038	20.0154 12.5629 10.1189 2.63761	-0.727666	
0.298061	2.48089e-05 0.000165768	64.0676 33.4902  14.219 4.00375	  65.56 34.2975 14.3764 4.06068	20.0124  12.561 10.1182 2.63782	-0.727666	
0.299063	2.49404e-05 0.000164498	64.0719 33.4912 14.2191 4.00423	65.5595  34.296 14.3761 4.06099	20.0094 12.5591 10.1175 2.63803	-0.727666	
0.300062	2.50731e-05 0.000163232	64.0762 33.4922 14.2192 4.00472	 65.559 34.2945 14.3758  4.0613	20.0064 12.5572 10.1167 2.63823	-0.727666	
0.30106	2.53419e-05 0.000160716	64.0805 33.4933 14.2193 4.00521	65.5584 34.2929 14.3755 4.06161	20.0034 12.5553  10.116 2.63844	-0.727666	
0.302064	2.53419e-05 0.000160716	64.0848 33.4943 14.2194 4.00569	65.5579 34.2914 14.3752 4.06192	20.0004 12.5533 10.1152 2.63865	-0.727666	
0.303064	2.54781e-05 0.000159465	 64.089 33.4953 14.2195 4.00618	65.5573 34.2899 14.3749 4.06223	19.9974 12.5514 10.1145 2.63886	-0.727666	
0.304062	2.56154e-05 0.000158219	64.0933 33.4964 14.2196 4.00667	65.5568 34.2883 14.3745 4.06254	19.9944 12.5495 10.1137 2.63907	-0.727666	
0.305067	2.58794e-05 0.000155865	 64.091  33.494 14.2193 4.00697	65.5563 34.2869 14.3743 4.06282	19.9922 12.5481 10.1133 2.63936	-0.727666	
0.306093	2.60199e-05 0.000154632	64.0954 33.4951 14.2194 4.00746	65.5552 34.2838 14.3736 4.06344	19.9861 12.5442 10.1118 2.63978	-0.727666	
0.307093	2.61614e-05 0.000153405	64.0998 33.4961 14.2195 4.00795	65.5547 34.2822 14.3733 4.06376	65.5547 34.2822 14.3733 4.06376	-0.727666	
0.308093	 2.6304e-05 0.000152181	64.1042 33.4972 14.2196 4.00845	65.5541 34.2807  14.373 4.06407	  19.98 12.5402 10.1103  2.6402	-0.727666	
0.309093	2.64476e-05 0.000150963	64.1086 33.4982 14.2197 4.00894	65.5536 34.2791 14.3727 4.06439	19.9769 12.5383 10.1095 2.64041	-0.727666	
0.310093	2.65923e-05 0.000149749	64.1129 33.4993 14.2198 4.00944	 65.553 34.2775 14.3723 4.06471	19.9738 12.5363 10.1088 2.64062	-0.727666	
0.311096	2.67381e-05 0.000148539	64.1173 33.5004 14.2199 4.00994	65.5525 34.2759  14.372 4.06503	19.9707 12.5343  10.108 2.64084	-0.727666	
0.312097	2.68849e-05 0.000147334	64.1217 33.5014   14.22 4.01043	65.5519 34.2743 14.3717 4.06534	65.5519 34.2743 14.3717 4.06534	-0.727666	
0.313097	2.70327e-05 0.000146134	64.1261 33.5024 14.2201 4.01093	65.5519 34.2743 14.3717 4.06534	65.5513 34.2728 14.3714 4.06566	-0.727666	
0.314096	2.71816e-05 0.000144938	64.1304 33.5035 14.2201 4.01143	65.5508 34.2712 14.3711 4.06598	65.5508 34.2712 14.3711 4.06598	-0.727666	
0.315099	2.73316e-05 0.000143747	64.1348 33.5045 14.2202 4.01193	65.5502 34.2696 14.3707 4.06631	19.9582 12.5263 10.1049 2.64169	-0.727666	
0.31615	2.74826e-05  0.00014256	64.1391 33.5055 14.2203 4.01243	65.5497  34.268 14.3704 4.06663	19.9551 12.5243 10.1041  2.6419	-0.727666	
0.317066	2.76347e-05 0.000141378	64.1435 33.5065 14.2204 4.01294	65.5491 34.2664 14.3701 4.06695	 19.952 12.5223 10.1034 2.64212	-0.727666	
0.318073	2.76347e-05 0.000141378	64.1478 33.5075 14.2205 4.01344	65.5491 34.2664 14.3701 4.06695	 19.952 12.5223 10.1034 2.64212	-0.727666	
0.319073	2.78032e-05 0.000140083	64.1586 33.5119  14.221 4.01414	65.5485 34.2646 14.3697 4.06731	19.9479 12.5197 10.1022 2.64225	-0.727666	
0.320067	2.81147e-05 0.000137745	 64.163 33.5128 14.2211 4.01465	65.5479  34.263 14.3694 4.06763	19.9448 12.5177 10.1015 2.64247	-0.727666	
