Timestep[1] 	 x_error[2] 	 command_torques[4] 	 joint_gravity[4] 	 effective_joint_gravity[4] 	 alpha[1] 	 colinearity[1]
4.29606	-5.61151e-12 -1.15764e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.29706	-5.71054e-12 -1.23083e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.29806	-5.85576e-12 -1.33483e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.2991	-5.95834e-12 -1.40985e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.3001	-6.08713e-12 -1.50331e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.30112	-6.21281e-12 -1.59427e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.30206	-6.34914e-12 -1.69281e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.30306	-6.48503e-12 -1.79172e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.30406	 -6.6307e-12 -1.89664e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.30506	-6.72529e-12 -1.96559e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.30606	-6.89626e-12 -2.08901e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.30706	-7.01617e-12 -2.17639e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.30806	-7.17559e-12 -2.29204e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.30906	-7.29994e-12 -2.38181e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.31006	-7.44782e-12 -2.48824e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.31106	-7.55485e-12 -2.56569e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.31206	-7.72449e-12 -2.68789e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.31306	-7.87326e-12  -2.7958e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.3141	-8.02691e-12 -2.90662e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.3151	-8.15792e-12 -3.00163e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.31607	-8.30447e-12 -3.10797e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.3171	-8.41771e-12 -3.18946e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.3181	-8.53673e-12 -3.27606e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.3191	-8.65219e-12 -3.35934e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.3201	-8.76144e-12 -3.43849e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.3211	-8.86446e-12 -3.51328e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.32206	-8.96128e-12 -3.58353e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.3231	-9.05276e-12 -3.65002e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.3241	-9.14024e-12 -3.71289e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.3251	-9.22018e-12 -3.77107e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.3261	-9.29523e-12 -3.82582e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.3271	-9.36495e-12 -3.87683e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.32809	-9.42935e-12 -3.92409e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.32911	-9.48885e-12 -3.96783e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.3301	-9.54348e-12 -4.00807e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.3311	-9.59366e-12 -4.04474e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.33206	-9.63896e-12 -4.07819e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.3331	-9.68159e-12 -4.10953e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.33409	  -9.726e-12 -4.14216e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.33511	-9.76108e-12 -4.16824e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.33611	-9.79439e-12 -4.19315e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.33706	-9.82459e-12 -4.21562e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.3381	-9.8499e-12 -4.2347e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.3391	-9.88143e-12 -4.25841e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.3401	-9.90719e-12 -4.27712e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.3411	-9.92362e-12 -4.29027e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.3421	-9.94183e-12 -4.30425e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.3431	-9.95826e-12 -4.31779e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.3441	-9.97202e-12 -4.32866e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.34507	-9.96936e-12 -4.32756e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.34606	-9.98357e-12 -4.33847e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.34706	 -9.996e-12 -4.3487e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.34806	-9.99911e-12 -4.35225e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.34911	-1.00031e-11 -4.35592e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.35013	-1.00076e-11 -4.35975e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.35111	-1.00071e-11   -4.361e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.35211	-1.00071e-11  -4.3618e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.35309	-1.00173e-11 -4.36985e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.3541	-1.00164e-11 -4.37111e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.35506	  -9.996e-12 -4.35809e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.35606	-9.99201e-12 -4.35615e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.35706	-9.98179e-12 -4.34995e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.35806	-9.97513e-12 -4.34661e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.35906	-9.96891e-12 -4.34304e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.36006	-9.96137e-12 -4.33877e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.36106	-9.95559e-12 -4.33588e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.36206	-9.94138e-12 -4.32699e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.36306	-9.93206e-12 -4.32083e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.36406	 -9.9214e-12 -4.31405e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.36506	-9.90763e-12 -4.30513e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.36611	-9.8912e-12 -4.2943e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.36707	-9.87788e-12 -4.28566e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.3681	-9.85922e-12 -4.27302e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.3691	-9.8348e-12 -4.2563e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.3701	-9.81437e-12  -4.2428e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.3711	-9.79039e-12 -4.22674e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.3721	-9.76508e-12 -4.20985e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.3731	-9.73932e-12 -4.19212e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.37406	-9.71401e-12 -4.17439e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.37506	-9.68559e-12 -4.15515e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.37607	-9.65494e-12 -4.13384e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.37706	-9.62785e-12 -4.11507e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.37806	-9.59544e-12 -4.09257e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.37906	-9.56124e-12 -4.06913e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.38006	-9.52749e-12 -4.04527e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.38106	-9.49063e-12 -4.01988e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.38206	-9.45244e-12 -3.99301e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.38306	-9.41647e-12 -3.96762e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.38407	-9.37739e-12  -3.9523e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.38507	-9.3392e-12 -3.9136e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.38606	-9.29745e-12 -3.88471e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.38706	-9.25704e-12 -3.85641e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.38806	-9.21707e-12 -3.82847e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.38906	-9.17533e-12 -3.80012e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.39006	-9.13269e-12 -3.77009e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.39106	-9.08962e-12 -3.73992e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.39207	-9.04077e-12 -3.70567e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.39306	-8.99769e-12 -3.67597e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.39406	-8.94795e-12 -3.64075e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.39506	-8.89955e-12 -3.60686e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.39606	-8.84937e-12 -3.57147e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.39706	-8.79963e-12 -3.53636e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.39807	-8.74545e-12 -3.49796e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.39906	-8.69482e-12 -3.46231e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.40006	-8.64642e-12 -3.42779e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.40106	-8.59002e-12 -3.38774e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.40206	-8.58513e-12 -3.38476e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.40306	-8.50031e-12 -3.32452e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.40406	-8.45146e-12 -3.28997e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.40506	-8.43281e-12 -3.27667e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.40607	-8.36931e-12 -3.23188e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.40707	-8.33511e-12 -3.20813e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.40806	-8.29603e-12 -3.18119e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.40906	-8.25784e-12  -3.1543e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.41006	-8.21876e-12 -3.12645e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.41106	-8.17701e-12 -3.09777e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.41206	-8.13616e-12 -3.06909e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.41306	-8.09441e-12 -3.03991e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.41407	-8.04645e-12 -3.00621e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.41506	-8.00604e-12 -2.97807e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.41606	 -7.9603e-12 -2.94542e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.41706	-7.91367e-12 -2.91309e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.41806	-7.86615e-12 -2.87929e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.41906	-7.81775e-12 -2.84524e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.42006	-7.76668e-12 -2.80988e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.42106	-7.71694e-12 -2.77472e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.42207	-7.66676e-12 -2.73887e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.42306	-7.61302e-12 -2.70142e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.42411	-7.56417e-12 -2.66689e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.42511	-7.50733e-12 -2.62658e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.42611	-7.47091e-12 -2.60104e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.42711	-7.42695e-12 -2.57033e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.42811	-7.37677e-12 -2.53472e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.42911	-7.32969e-12 -2.50114e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.43007	-7.20668e-12 -2.54297e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.43107	-7.23377e-12 -2.43321e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.43207	-7.18581e-12  -2.3995e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.43307	-7.16938e-12 -2.38803e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.43406	-7.12275e-12 -2.35411e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.43506	-7.04636e-12 -2.30025e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.43606	 -7.0135e-12 -2.27661e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.43707	-6.97842e-12  -2.2522e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.43807	-6.94556e-12  -2.2289e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.43906	-6.91402e-12 -2.20662e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.44006	-6.88205e-12 -2.18419e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.44106	-6.84608e-12 -2.15897e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.44206	-6.82077e-12 -2.14185e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.44306	-6.79323e-12 -2.12224e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.44406	-6.76481e-12 -2.10227e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.44506	-6.74261e-12  -2.0866e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.44606	-6.70752e-12 -2.06172e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
