Timestep 	 x[2] 	 x_desired[2] 	 command torques[5] 	 f contact[2]
0.879102	  3.40591 -0.299703	  3.40694 -0.187586	 38.8832  34.0242  11.1428 0.437857 -4.32617	1.02236e-12     -9.9649
0.880103	  3.40561 -0.299704	  3.40664 -0.187586	 38.8838  34.0267  11.1458 0.437446 -4.32476	1.04797e-12    -9.96863
0.881111	  3.40531 -0.299705	  3.40633 -0.187586	 38.8845  34.0293  11.1489 0.437015 -4.32334	1.06874e-12    -9.97226
0.882065	    3.405 -0.299709	  3.40604 -0.187586	 38.8836  34.0285  11.1524 0.431749 -4.32091	1.07307e-12    -9.97579
0.883104	 3.40472 -0.29971	  3.40574 -0.187586	 38.8857  34.0353  11.1568 0.433678 -4.32006	1.05588e-12    -9.97921
0.884117	   3.4044 -0.299711	  3.40543 -0.187586	 38.8862  34.0373  11.1601 0.432714 -4.31848	1.03376e-12    -9.98252
0.885061	   3.4041 -0.299713	  3.40513 -0.187586	 38.8865  34.0389  11.1628 0.431544  -4.3169	1.01718e-12    -9.98572
0.886102	   3.4038 -0.299714	  3.40482 -0.187586	 38.8879  34.0436  11.1666 0.432123 -4.31575	9.81345e-13    -9.98881
0.887106	  3.40348 -0.299715	  3.40451 -0.187586	 38.8886  34.0463  11.1702 0.431379 -4.31421	9.88633e-13    -9.99178
0.888112	  3.40318 -0.299717	   3.4042 -0.187586	 38.8896  34.0499  11.1739 0.431205 -4.31284	1.05609e-12    -9.99463
0.889108	  3.40287 -0.299718	   3.4039 -0.187586	 38.8898  34.0511  11.1765 0.429677  -4.3112	1.15718e-12    -9.99737
0.8901	  3.40257 -0.299719	  3.40359 -0.187586	 38.8913  34.0561  11.1805 0.430261 -4.31004	1.26369e-12         -10
0.891104	 3.40225 -0.29972	  3.40327 -0.187586	 38.8921  34.0591  11.1842 0.429488  -4.3085	1.36036e-12    -10.0025
0.892107	  3.40193 -0.299722	  3.40296 -0.187586	  38.893  34.0623  11.1878 0.428963 -4.30706	1.49907e-12    -10.0049
0.893104	  3.40162 -0.299723	  3.40264 -0.187586	 38.8939  34.0656  11.1914 0.428422 -4.30561	1.61063e-12    -10.0072
0.894102	  3.40132 -0.299726	  3.40234 -0.187586	 38.8946  34.0689  11.1962 0.425418 -4.30371	1.65258e-12    -10.0094
0.895099	  3.40099 -0.299728	  3.40201 -0.187586	 38.8954  34.0719     11.2 0.424658 -4.30217	1.60274e-12    -10.0115
0.896104	  3.40067 -0.299729	   3.4017 -0.187586	 38.8958  34.0736  11.2029 0.423326 -4.30057	1.48788e-12    -10.0134
0.897103	  3.40036 -0.299731	  3.40138 -0.187586	 38.8973  34.0784  11.2071 0.423559 -4.29929	1.35497e-12    -10.0153
0.898104	  3.40002 -0.299733	  3.40107 -0.187586	  38.896  34.0752  11.2083 0.419448 -4.29705	1.24275e-12    -10.0171
0.899061	   3.3997 -0.299734	  3.40075 -0.187586	 38.8972   34.079  11.2121 0.419135 -4.29566	1.13948e-12    -10.0187
0.900108	   3.3994 -0.299735	  3.40042 -0.187586	 38.9003  34.0886   11.218 0.422022 -4.29501	1.07509e-12    -10.0203
0.901104	  3.39908 -0.299737	   3.4001 -0.187586	 38.9013  34.0919  11.2216 0.421405 -4.29355	1.04638e-12    -10.0218
0.902111	  3.39877 -0.299738	  3.39979 -0.187586	 38.9024  34.0958  11.2252 0.421263 -4.29226	1.04789e-12    -10.0233
0.903102	 3.39841 -0.29974	  3.39945 -0.187586	 38.9021  34.0952  11.2278 0.418354 -4.29021	1.05289e-12    -10.0246
0.904103	  3.39809 -0.299741	  3.39913 -0.187586	 38.9031  34.0985  11.2314 0.417755 -4.28876	1.04979e-12    -10.0258
0.905119	  3.39778 -0.299742	  3.39881 -0.187586	 38.9052   34.105   11.236 0.418964 -4.28776	1.02817e-12     -10.027
0.9061	  3.39747 -0.299744	  3.39849 -0.187586	 38.9061  34.1081  11.2392 0.418371 -4.28637	9.78287e-13    -10.0281
0.907105	  3.39713 -0.299745	  3.39816 -0.187586	 38.9071  34.1112   11.243   0.4176 -4.28484	9.27773e-13    -10.0292
0.908102	   3.3968 -0.299749	  3.39783 -0.187586	 38.8981   34.111  11.2964 0.325863 -4.26433	9.28466e-13    -10.0301
0.909107	  3.39647 -0.299751	   3.3975 -0.187586	 38.9084   34.115  11.2491 0.414373 -4.28178	9.95316e-13    -10.0311
0.910102	  3.39612 -0.299753	  3.39718 -0.187586	 38.9071  34.1116  11.2498 0.410447 -4.27961	1.06447e-12     -10.032
0.911101	  3.39581 -0.299754	  3.39685 -0.187586	 38.9098  34.1196   11.255 0.412507 -4.27879	1.13025e-12    -10.0329
0.912113	  3.39548 -0.299756	  3.39651 -0.187586	 38.9107  34.1225  11.2584  0.41176 -4.27732	1.20368e-12    -10.0337
0.913099	  3.39511 -0.299758	  3.39618 -0.187586	 38.9097  34.1198  11.2599 0.407921 -4.27507	1.33257e-12    -10.0344
0.914102	  3.39479 -0.299759	  3.39585 -0.187586	 38.9108  34.1233  11.2632 0.407558 -4.27373	1.51547e-12    -10.0351
0.915064	  3.39444 -0.299761	  3.39551 -0.187586	 38.9111  34.1243   11.266 0.405779 -4.27199	1.7019e-12   -10.0358
0.916061	  3.39416 -0.299762	  3.39518 -0.187586	 38.9155  34.1375  11.2729 0.410751 -4.27191	1.87656e-12    -10.0364
0.917058	  3.39379 -0.299764	  3.39483 -0.187586	 38.9152  34.1366  11.2752 0.407895 -4.26986	1.98819e-12    -10.0369
0.918057	  3.39345 -0.299765	   3.3945 -0.187586	 38.9153  34.1371  11.2774 0.405945 -4.26814	2.03782e-12    -10.0375
0.919061	  3.39311 -0.299767	   3.3945 -0.187586	 38.9153  34.1371  11.2774 0.405945 -4.26814	2.0401e-12   -10.0379
0.920103	  3.39277 -0.299768	  3.39382 -0.187586	 38.9174  34.1434  11.2841 0.404884  -4.2653	2.01478e-12    -10.0384
0.921102	 3.39243 -0.29977	  3.39348 -0.187586	 38.9181  34.1457  11.2871 0.403911 -4.26378	1.99063e-12    -10.0388
0.922105	  3.39209 -0.299772	  3.39314 -0.187586	 38.9187  34.1475  11.2899 0.402737 -4.26222	1.93046e-12    -10.0392
0.923103	  3.39174 -0.299775	   3.3928 -0.187586	 38.9194  34.1505  11.2949 0.399255 -4.26017	1.8208e-12   -10.0396
0.924107	   3.3914 -0.299777	  3.39245 -0.187586	 38.9202  34.1529  11.2978 0.398477  -4.2587	1.72464e-12      -10.04
0.925102	  3.39104 -0.299779	  3.39211 -0.187586	 38.9197  34.1513  11.2992 0.395528 -4.25672	1.64844e-12    -10.0403
0.926103	 3.39071 -0.29978	  3.39177 -0.187586	 38.9215  34.1568  11.3032 0.396498 -4.25568	1.5738e-12   -10.0406
0.927105	  3.39036 -0.299782	  3.39142 -0.187586	 38.9226  34.1597  11.3064 0.396041 -4.25428	1.46217e-12    -10.0409
0.928102	  3.39002 -0.299784	  3.39107 -0.187586	 38.9232  34.1617  11.3091 0.395073 -4.25277	1.30064e-12    -10.0412
0.9291	  3.38965 -0.299786	  3.39073 -0.187586	 38.9227    34.16  11.3105 0.392188  -4.2508	1.16958e-12    -10.0414
0.930104	  3.38932 -0.299788	  3.39038 -0.187586	 38.9244  34.1651  11.3142  0.39294 -4.24971	1.08583e-12    -10.0417
0.931105	  3.38897 -0.299789	  3.39003 -0.187586	 38.9255   34.168  11.3173 0.392567 -4.24834	1.03418e-12    -10.0419
0.932066	  3.38863 -0.299791	  3.38969 -0.187586	 38.9261  34.1698  11.3197 0.391637 -4.24689	9.74989e-13    -10.0422
0.933105	  3.38827 -0.299793	  3.38934 -0.187586	 38.9256  34.1682  11.3211 0.388812 -4.24492	9.16978e-13    -10.0424
0.934103	  3.38791 -0.299795	  3.38898 -0.187586	 38.9273  34.1731  11.3249 0.389493 -4.24378	8.22263e-13    -10.0426
0.935062	  3.38756 -0.299798	  3.38862 -0.187586	 38.9273  34.1731  11.3249 0.389493 -4.24378	7.11484e-13    -10.0429
0.936062	 3.3872 -0.2998	  3.38828 -0.187586	 38.9283  34.1762  11.3294 0.387002 -4.24193	6.0094e-13   -10.0431
0.937104	  3.38683 -0.299802	  3.38792 -0.187586	 38.9279  34.1748  11.3324 0.382583 -4.23833	5.05514e-13    -10.0433
0.938104	  3.38649 -0.299804	  3.38757 -0.187586	 38.9288  34.1774   11.335 0.382225 -4.23702	4.06835e-13    -10.0435
0.939102	  3.38614 -0.299806	   3.3872 -0.187586	 38.9306  34.1823  11.3388 0.383019 -4.23589	2.59223e-13    -10.0437
0.940101	  3.38576 -0.299808	  3.38685 -0.187586	 38.9298  34.1797  11.3397 0.379877 -4.23386	8.53045e-14    -10.0439
0.941103	  3.3854 -0.29981	  3.38649 -0.187586	 38.9304  34.1813   11.342 0.378973 -4.23236	-8.34224e-14     -10.0442
0.942106	  3.38506 -0.299812	  3.38614 -0.187586	 38.9312  34.1834  11.3444 0.378418 -4.23101	-2.16248e-13     -10.0444
0.943104	  3.38468 -0.299814	  3.38578 -0.187586	 38.9311  34.1827   11.346 0.376252 -4.22917	-3.32974e-13     -10.0446
0.944102	  3.38432 -0.299816	  3.38541 -0.187586	 38.9322  34.1856  11.3488 0.376041 -4.22783	-4.32122e-13     -10.0448
0.9451	  3.38396 -0.299818	  3.38505 -0.187586	 38.9327  34.1869  11.3511 0.375041 -4.22632	-5.19687e-13      -10.045
0.946102	  3.38362 -0.299819	  3.38468 -0.187586	 38.9355  34.1947  11.3556 0.377547 -4.22567	-5.8876e-13    -10.0453
0.947105	  3.38328 -0.299821	  3.38432 -0.187586	 38.9376  34.2007  11.3596 0.379041 -4.22477	-6.15078e-13     -10.0455
0.948102	  3.38288 -0.299826	  3.38395 -0.187586	 38.9353  34.1942  11.3602 0.371596 -4.22171	-6.15138e-13     -10.0457
0.949065	  3.38251 -0.299828	   3.3836 -0.187586	 38.9345  34.1915  11.3607 0.368615 -4.21976	-6.40634e-13      -10.046
0.950059	 3.38216 -0.29983	  3.38324 -0.187586	 38.9362  34.1961   11.364 0.369485 -4.21871	-6.80035e-13     -10.0462
0.951057	  3.38177 -0.299833	  3.38286 -0.187586	 38.9355  34.1938  11.3648 0.366629  -4.2167	-6.84133e-13     -10.0465
0.952058	  3.38144 -0.299834	   3.3825 -0.187586	 38.9386  34.2024  11.3695 0.369654 -4.21623	-7.1244e-13    -10.0467
0.953103	  3.38105 -0.299837	  3.38214 -0.187586	 38.9375  34.1988  11.3698 0.366175 -4.21409	-7.95001e-13      -10.047
0.954106	  3.38068 -0.299839	  3.38175 -0.187586	 38.9389  34.2025  11.3729 0.366546 -4.21287	-9.20868e-13     -10.0472
0.955103	   3.3803 -0.299841	  3.38138 -0.187586	 38.9386  34.2011   11.374 0.364257 -4.21101	-1.129e-12   -10.0475
0.956102	  3.37992 -0.299843	  3.38101 -0.187586	  38.939  34.2019  11.3759 0.363121 -4.20945	-1.31201e-12     -10.0478
0.957117	  3.37957 -0.299845	  3.38064 -0.187586	 38.9406  34.2061  11.3789  0.36382 -4.20838	-1.47756e-12     -10.0481
0.958102	  3.37919 -0.299847	  3.38028 -0.187586	 38.9396   34.203  11.3792 0.360698 -4.20637	-1.62439e-12     -10.0484
0.959105	   3.3788 -0.299849	  3.37991 -0.187586	 38.9391  34.2009    11.38 0.358053 -4.20444	-1.72494e-12     -10.0486
0.960101	  3.37843 -0.299851	  3.37953 -0.187586	 38.9399   34.203  11.3823 0.357668 -4.20307	-1.81194e-12     -10.0489
0.961098	  3.37805 -0.299853	  3.37916 -0.187586	 38.9399  34.2024  11.3836 0.355806 -4.20133	-1.95246e-12     -10.0492
0.962107	  3.37769 -0.299855	  3.37876 -0.187586	 38.9423  34.2089  11.3877 0.357768  -4.2005	-2.1445e-12    -10.0495
0.963105	   3.3773 -0.299859	  3.37839 -0.187586	 38.9419  34.2082  11.3905 0.353099 -4.19812	-2.2934e-12    -10.0498
0.9641	  3.37692 -0.299862	  3.37801 -0.187586	 38.9419  34.2077  11.3918  0.35144 -4.19643	-2.43322e-12     -10.0502
0.965067	  3.37654 -0.299864	  3.37764 -0.187586	 38.9415  34.2059  11.3924 0.349125 -4.19463	-2.56515e-12     -10.0505
0.966066	  3.37616 -0.299866	  3.37727 -0.187586	 38.9422  34.2077  11.3945 0.348648 -4.19324	-2.64799e-12     -10.0508
0.967105	  3.37576 -0.299869	  3.37688 -0.187586	 38.9415  34.2049   11.395 0.345766 -4.19121	-2.73184e-12     -10.0511
0.968106	  3.37541 -0.299871	  3.37649 -0.187586	 38.9441   34.212  11.3991 0.348174 -4.19054	-2.852e-12   -10.0514
0.969072	    3.375 -0.299873	  3.37612 -0.187586	 38.9417  34.2046  11.3976 0.342889 -4.18797	-2.96711e-12     -10.0518
0.970109	  3.37462 -0.299876	  3.37573 -0.187586	 38.9435  34.2092  11.4009 0.343907 -4.18691	-3.05188e-12     -10.0521
0.971105	  3.37423 -0.299878	  3.37534 -0.187586	 38.9439  34.2097  11.4026 0.342775 -4.18533	-3.13236e-12     -10.0525
0.972105	 3.37384 -0.29988	  3.37495 -0.187586	 38.9439  34.2097  11.4026 0.342775 -4.18533	-3.15453e-12     -10.0528
0.973106	  3.37348 -0.299882	  3.37457 -0.187586	 38.9456  34.2138  11.4068 0.342211 -4.18265	-3.1923e-12    -10.0532
0.974108	  3.37311 -0.299885	   3.3742 -0.187586	  38.946  34.2146  11.4084 0.341305 -4.18119	-3.24099e-12     -10.0535
0.975109	   3.3727 -0.299887	  3.37381 -0.187586	 38.9455  34.2124   11.409 0.338761 -4.17924	-3.28791e-12     -10.0539
0.976107	  3.37229 -0.299889	  3.37342 -0.187586	 38.9442   34.208  11.4087  0.33509 -4.17703	-3.30218e-12     -10.0542
0.977103	  3.37192 -0.299893	  3.37303 -0.187586	 38.9457  34.2125  11.4131 0.333754 -4.17547	-3.27551e-12     -10.0546
0.978106	  3.37155 -0.299896	  3.37265 -0.187586	 38.9466  34.2148  11.4153 0.333701  -4.1742	-3.26393e-12      -10.055
0.979107	  3.37111 -0.299899	  3.37224 -0.187586	 38.9448  34.2086  11.4144 0.329157 -4.17171	-3.26089e-12     -10.0553
0.980105	  3.37072 -0.299901	  3.37187 -0.187586	 38.9444   34.207  11.4149 0.327032 -4.16993	-3.2762e-12    -10.0557
0.981107	  3.37035 -0.299904	  3.37147 -0.187586	 38.9466  34.2127  11.4185 0.328779 -4.16908	-3.28967e-12     -10.0561
0.982069	  3.36995 -0.299906	  3.37108 -0.187586	  38.946  34.2104  11.4189 0.326313 -4.16718	-3.28545e-12     -10.0565
0.983102	  3.36954 -0.299909	  3.37069 -0.187586	  38.945  34.2071  11.4189 0.323271 -4.16512	-3.25612e-12     -10.0568
0.984101	  3.36915 -0.299911	  3.37029 -0.187586	 38.9453  34.2073  11.4203 0.322151 -4.16355	-3.24626e-12     -10.0572
0.985062	  3.36874 -0.299914	  3.36988 -0.187586	 38.9453  34.2073  11.4203 0.322151 -4.16355	-3.22845e-12     -10.0576
0.986066	  3.36835 -0.299916	   3.3695 -0.187586	 38.9456  34.2074  11.4217 0.320912 -4.16189	-3.1205e-12     -10.058
0.987105	  3.36796 -0.299919	  3.36909 -0.187586	 38.9471  34.2107  11.4256 0.320147 -4.15912	-3.00399e-12     -10.0584
0.988063	  3.36755 -0.299921	  3.36869 -0.187586	 38.9471  34.2107  11.4256 0.320147 -4.15912	-2.88559e-12     -10.0588
0.989104	  3.36716 -0.299924	  3.36829 -0.187586	 38.9479  34.2117  11.4285 0.318146 -4.15602	-2.72817e-12     -10.0591
0.990106	  3.36679 -0.299928	  3.36791 -0.187586	 38.9487  34.2143  11.4319 0.316089 -4.15432	-2.58361e-12     -10.0595
0.991104	  3.36635 -0.299931	   3.3675 -0.187586	 38.9473  34.2094  11.4314 0.312251 -4.15198	-2.50116e-12     -10.0599
0.992107	  3.36597 -0.299933	   3.3671 -0.187586	 38.9486  34.2126  11.4338 0.312791 -4.15085	-2.45059e-12     -10.0603
0.993101	  3.36553 -0.299936	   3.3667 -0.187586	  38.946  34.2044  11.4318 0.307289 -4.14813	-2.40554e-12     -10.0607
0.994105	  3.36514 -0.299939	   3.3663 -0.187586	 38.9474  34.2077  11.4343 0.307861 -4.14699	-2.37655e-12     -10.0611
0.995108	  3.36474 -0.299942	  3.36589 -0.187586	 38.9479  34.2085  11.4359 0.307073 -4.14547	-2.35675e-12     -10.0615
0.996066	  3.36435 -0.299944	  3.36549 -0.187586	 38.9479  34.2085  11.4359 0.307073 -4.14547	-2.30856e-12     -10.0619
0.997105	  3.36395 -0.299947	  3.36509 -0.187586	38.9488 34.2098 11.4387 0.30543 -4.1425	-2.2998e-12    -10.0623
0.998107	  3.36356 -0.299949	   3.3647 -0.187586	 38.9495  34.2115  11.4405  0.30513 -4.14115	-2.29187e-12     -10.0627
0.999064	  3.36315 -0.299952	  3.36429 -0.187586	 38.9497  34.2112  11.4415 0.303795  -4.1395	-2.28552e-12     -10.0631
1.00006	  3.36272 -0.299955	  3.36385 -0.187586	 38.9497  34.2112  11.4415 0.303795  -4.1395	-2.28149e-12     -10.0635
1.00106	   3.3623 -0.299958	  3.36348 -0.187586	 39.0644  34.5967   11.726 0.487828 -4.04375	-2.28246e-12     -10.0639
1.00211	 3.36193 -0.29996	  3.36307 -0.187586	 39.0664  34.6012  11.7278 0.488001 -4.04464	-2.24685e-12     -10.0641
1.00312	  3.36149 -0.299965	  3.36266 -0.187586	 39.0728  34.6236  11.7488 0.492584 -4.03601	-2.16558e-12      -10.064
1.00411	  3.36104 -0.299968	  3.36224 -0.187586	  39.072  34.6207  11.7493 0.487995 -4.03436	-2.08969e-12     -10.0635
1.0051	  3.36067 -0.299971	  3.36183 -0.187586	  39.075  34.6286  11.7537 0.489173 -4.03454	-2.00573e-12     -10.0625
1.00611	  3.36024 -0.299974	  3.36141 -0.187586	  39.075  34.6286  11.7537 0.489173 -4.03454	-1.92675e-12     -10.0613
1.0071	  3.35982 -0.299977	    3.361 -0.187586	  39.073  34.6209   11.752 0.479656 -4.03294	-1.84832e-12     -10.0597
1.00811	 3.35939 -0.29998	  3.36059 -0.187586	 39.0708  34.6131   11.749 0.473065 -4.03216	-1.7684e-12    -10.0579
1.0091	  3.35898 -0.299983	  3.36018 -0.187586	 39.0708  34.6131   11.749 0.473065 -4.03216	-1.70445e-12     -10.0559
1.0101	  3.35858 -0.299985	  3.35978 -0.187586	 39.0685  34.6037  11.7445 0.463547 -4.03234	-1.67357e-12     -10.0537
1.01109	  3.35816 -0.299988	  3.35936 -0.187586	  39.067  34.5977  11.7414 0.458386 -4.03258	-1.68097e-12     -10.0514
1.0121	  3.35777 -0.299991	  3.35893 -0.187586	 39.0677   34.598  11.7406 0.456562  -4.0338	-1.71401e-12     -10.0489
1.01311	  3.35731 -0.299994	  3.35852 -0.187586	 39.0628   34.582  11.7331 0.446435   -4.033	-1.73375e-12     -10.0463
1.01411	  3.35691 -0.299997	  3.35812 -0.187586	  39.061  34.5749  11.7289 0.441081 -4.03355	-1.73595e-12     -10.0437
1.01507	  3.35651 -0.299999	  3.35769 -0.187586	  39.061  34.5749  11.7289 0.441081 -4.03355	-1.7449e-12    -10.0411
1.01606	  3.35608 -0.300002	  3.35728 -0.187586	  39.057  34.5594  11.7199 0.430052 -4.03458	-1.78432e-12     -10.0385
1.01711	  3.35565 -0.300005	  3.35685 -0.187586	 39.0552   34.552  11.7155 0.424877 -4.03513	-1.80423e-12     -10.0358
1.01811	 3.35527 -0.30001	  3.35645 -0.187586	 39.0599  34.5671  11.7274  0.42853 -4.03125	-1.81074e-12     -10.0333
1.01906	   3.3548 -0.300013	  3.35602 -0.187586	 39.0599  34.5671  11.7274  0.42853 -4.03125	-1.85457e-12     -10.0307
1.02012	  3.35438 -0.300016	   3.3556 -0.187586	  39.055  34.5506  11.7191 0.418934 -4.03068	-1.89796e-12     -10.0283
1.02111	  3.35396 -0.300019	  3.35516 -0.187586	 39.0512  34.5356    11.71 0.409264 -4.03161	-1.90666e-12     -10.0259
1.02211	  3.35353 -0.300023	  3.35474 -0.187586	 39.0489  34.5268   11.705 0.403924 -4.03181	-1.89592e-12     -10.0235
1.0231	  3.35311 -0.300026	  3.35432 -0.187586	 39.0465   34.518  11.6999 0.398637 -4.03191	-1.91052e-12     -10.0213
1.02411	   3.3527 -0.300029	   3.3539 -0.187586	 39.0454  34.5129  11.6964 0.395297 -4.03241	-1.94552e-12     -10.0192
1.0251	  3.35225 -0.300032	  3.35348 -0.187586	  39.041  34.4982  11.6891 0.387132 -4.03151	-1.97522e-12     -10.0172
1.02607	  3.35187 -0.300035	  3.35307 -0.187586	 39.0412  34.4968  11.6872 0.385862 -4.03228	-1.9342e-12    -10.0153
1.02706	   3.3514 -0.300038	  3.35262 -0.187586	 39.0412  34.4968  11.6872 0.385862 -4.03228	-1.85432e-12     -10.0136
1.02811	  3.35098 -0.300041	  3.35219 -0.187586	 39.036  34.478 11.6774 0.37525 -4.0311	-1.81125e-12      -10.012
1.02911	  3.35055 -0.300044	  3.35177 -0.187586	 39.0341  34.4709  11.6736 0.371234 -4.03064	-1.76447e-12     -10.0105
1.03011	  3.35016 -0.300047	  3.35136 -0.187586	 39.0339  34.4687  11.6717 0.369718 -4.03074	-1.66646e-12     -10.0092
1.0311	  3.34967 -0.300053	  3.35092 -0.187586	 39.0336  34.4688  11.6774  0.36694 -4.02444	-1.57383e-12      -10.008
1.03206	  3.34927 -0.300056	   3.3505 -0.187586	 39.0336  34.4688  11.6774  0.36694 -4.02444	-1.51852e-12     -10.0069
1.03311	 3.34884 -0.30006	  3.35007 -0.187586	 39.0316    34.46  11.6726 0.361802 -4.02328	-1.47158e-12      -10.006
1.03411	   3.3484 -0.300063	  3.34964 -0.187586	 39.0302  34.4546    11.67 0.358744  -4.0223	-1.42934e-12     -10.0052
1.03507	  3.34796 -0.300066	  3.34921 -0.187586	 39.0281  34.4469  11.6665 0.354469 -4.02085	-1.38823e-12     -10.0045
1.03607	  3.34754 -0.300069	  3.34878 -0.187586	 39.0278  34.4448  11.6655 0.353108 -4.02004	-1.34907e-12     -10.0039
1.03706	   3.3471 -0.300073	  3.34878 -0.187586	 39.0278  34.4448  11.6655 0.353108 -4.02004	-1.27513e-12     -10.0034
1.03811	  3.34667 -0.300076	  3.34792 -0.187586	 39.0257  34.4361  11.6619 0.348074  -4.0174	-1.22282e-12      -10.003
1.03911	  3.34622 -0.300079	  3.34748 -0.187586	 39.0239  34.4297  11.6595 0.344537 -4.01561	-1.21795e-12     -10.0027
1.04011	  3.34582 -0.300082	  3.34705 -0.187586	 38.8996  33.9934  11.3108 0.187913   -4.132	-1.20556e-12     -10.0025
1.0411	  3.34535 -0.300079	  3.34661 -0.187586	 38.9016  33.9957   11.315 0.184372 -4.12962	-1.42568e-12     -10.0019
1.04211	  3.34493 -0.300075	  3.34618 -0.187586	 38.9059  34.0048  11.3209 0.185183 -4.12906	-1.03865e-12      -10.001
1.04311	  3.34449 -0.300072	  3.34574 -0.187586	 38.9092  34.0108  11.3253 0.184289 -4.12834	-9.87027e-14     -9.99979
1.04412	  3.34404 -0.300068	  3.34531 -0.187586	 38.9114  34.0135  11.3283 0.181656  -4.1274	3.00107e-13    -9.99837
1.04511	  3.34361 -0.300065	  3.34487 -0.187586	  38.914  34.0175  11.3314  0.18003 -4.12701	2.71809e-13    -9.99675
1.04611	  3.34319 -0.300062	  3.34443 -0.187586	 38.9171  34.0228  11.3346 0.179343 -4.12711	2.69523e-13    -9.99497
1.04711	  3.34275 -0.300058	  3.34399 -0.187586	 38.9192  34.0249  11.3364 0.176984  -4.1269	-2.05573e-13     -9.99304
1.04811	   3.3423 -0.300057	  3.34355 -0.187586	 38.9221  34.0306   11.342 0.175486 -4.12482	-7.54444e-13       -9.991
1.04909	  3.34186 -0.300053	  3.34311 -0.187586	 38.9221  34.0306   11.342 0.175486 -4.12482	-1.04316e-12     -9.98888
1.05011	 3.34142 -0.30005	  3.34268 -0.187586	 38.9252   34.032  11.3437 0.169878 -4.12479	-1.14796e-12     -9.98668
1.05111	    3.341 -0.300047	  3.34222 -0.187586	 38.9286  34.0381  11.3464 0.170282 -4.12573	-9.62219e-13     -9.98445
1.05207	  3.34058 -0.300044	  3.34179 -0.187586	 38.9294  34.0367   11.346  0.16681 -4.12571	-7.45838e-13     -9.98219
1.05307	  3.3401 -0.30003	  3.34135 -0.187586	 38.9282  34.0298  11.3436  0.16046 -4.12484	-5.07364e-13     -9.97994
1.0541	  3.33968 -0.300037	  3.34091 -0.187586	 38.9308   34.033   11.345 0.159257 -4.12536	-4.87822e-13      -9.9777
1.05511	  3.33926 -0.300034	  3.34046 -0.187586	  38.933  34.0356   11.346 0.158294 -4.12596	-2.44531e-13      -9.9755
1.0561	 3.33881 -0.30003	  3.34001 -0.187586	 38.9339  34.0345  11.3459   0.1551 -4.12581	-1.11969e-13     -9.97334
1.0571	  3.33834 -0.300027	  3.33956 -0.187586	 38.9337  34.0303  11.3444  0.15035 -4.12519	2.35839e-14    -9.97125
1.05811	  3.33794 -0.300024	  3.33913 -0.187586	 38.9357  34.0326  11.3452 0.149646 -4.12572	6.35331e-13    -9.96924
1.0591	 3.33748 -0.30002	  3.33867 -0.187586	 38.9365  34.0313   11.345 0.146567 -4.12533	6.26163e-13    -9.96731
1.0601	  3.33704 -0.300017	  3.33823 -0.187586	 38.9373  34.0302  11.3448 0.143838 -4.12501	5.75206e-13    -9.96547
