Timestep 	 x[2] 	 x_desired[2] 	 command torques[5] 	 f contact[2]
20.8431	  3.41673 -0.299667	  3.41705 -0.187586	 16.1403 -5.40291 -7.20139 0.182269 -4.70452	-1.00899e-11     -9.99665
20.8441	  3.41646 -0.299666	  3.41679 -0.187586	 16.1403 -5.40291 -7.20139 0.182269 -4.70452	-9.16667e-12     -9.99431
20.8451	  3.41618 -0.299665	  3.41679 -0.187586	 16.2669 -5.26592 -7.13865 0.260936 -4.69991	-8.83126e-12     -9.99307
20.8461	  3.41595 -0.299664	  3.41627 -0.187586	 16.2646 -5.27615  -7.1443 0.255076 -4.69992	-8.61689e-12     -9.99281
20.8471	  3.41568 -0.299663	    3.416 -0.187586	 16.2653 -5.27556 -7.14399 0.254984  -4.6983	-8.55101e-12     -9.99345
20.8481	  3.41541 -0.299662	  3.41574 -0.187586	 16.2663 -5.27325 -7.14137 0.255678 -4.69611	-8.81624e-12     -9.99491
20.8491	  3.41512 -0.299661	  3.41574 -0.187586	 16.2663 -5.27325 -7.14137 0.255678 -4.69611	-9.59301e-12     -9.99711
20.8501	  3.41488 -0.299661	   3.4152 -0.187586	 16.2671 -5.27233 -7.13812 0.255201 -4.69277	-9.16674e-12     -9.99998
20.8511	 3.41458 -0.29966	  3.41493 -0.187586	 16.2721 -5.25611 -7.12432 0.261987 -4.68552	-8.10406e-12     -10.0034
20.8521	  3.41433 -0.299659	  3.41466 -0.187586	 16.2765 -5.24081 -7.11387 0.269656 -4.68182	-6.82803e-12     -10.0074
20.8531	  3.41406 -0.299658	  3.41439 -0.187586	 16.2799 -5.22886 -7.10394 0.275108 -4.67719	-5.07071e-12     -10.0118
20.8541	  3.41378 -0.299657	  3.41411 -0.187586	 16.2834 -5.21583 -7.09312 0.281078 -4.67224	-2.92194e-12     -10.0166
20.8551	  3.41349 -0.299656	  3.41384 -0.187586	 16.2866 -5.20423 -7.08229 0.286037 -4.66672	2.45918e-14    -10.0217
20.8561	  3.41321 -0.299655	  3.41356 -0.187586	  16.291 -5.18786 -7.06943 0.293787 -4.66146	2.75407e-12     -10.027
20.8571	  3.41294 -0.299654	  3.41328 -0.187586	 16.2949 -5.17238 -7.05664 0.300935 -4.65593	5.40451e-12    -10.0325
20.8581	  3.41267 -0.299653	  3.41301 -0.187586	 16.2987 -5.15626 -7.04352 0.308448 -4.65039	7.78304e-12    -10.0382
20.8591	  3.41238 -0.299652	  3.41273 -0.187586	 16.3021 -5.14201 -7.03076  0.31474 -4.64449	1.0023e-11   -10.0439
20.8601	   3.4121 -0.299651	  3.41244 -0.187586	 16.3021 -5.14201 -7.03076  0.31474 -4.64449	1.23039e-11    -10.0496
20.8611	  3.41181 -0.299649	  3.41217 -0.187586	 16.3058 -5.11681 -7.00697 0.327717 -4.63305	1.39289e-11    -10.0554
20.8621	  3.41153 -0.299648	  3.41189 -0.187586	  16.309 -5.10149 -6.99383 0.334661 -4.62745	1.48968e-11     -10.061
20.8631	  3.41124 -0.299647	  3.41161 -0.187586	 16.3287 -4.97868  -6.8836 0.390757  -4.5826	1.60161e-11    -10.0641
20.8641	  3.41096 -0.299649	  3.41161 -0.187586	 16.3287 -4.97868  -6.8836 0.390757  -4.5826	1.67889e-11    -10.0529
20.8651	  3.41066 -0.299649	  3.41103 -0.187586	 16.2995  -5.1194 -7.00165 0.323828 -4.62803	1.74176e-11    -10.0406
20.8661	  3.41038 -0.299648	  3.41103 -0.187586	 16.2846 -5.16692  -7.0337 0.299038 -4.63735	1.83597e-11    -10.0298
20.8671	  3.41012 -0.299647	  3.41047 -0.187586	 16.2627 -5.23655 -7.08339 0.263351 -4.65329	1.92292e-11    -10.0205
20.8681	  3.40979 -0.299646	  3.41017 -0.187586	 16.2627 -5.23655 -7.08339 0.263351 -4.65329	2.00578e-11    -10.0125
20.8691	   3.4095 -0.299645	  3.41017 -0.187586	 16.2523 -5.27156 -7.10518 0.244512 -4.65812	2.09129e-11     -10.006
20.8701	  3.40922 -0.299644	  3.40959 -0.187586	 16.2449 -5.29634 -7.12193 0.231477 -4.66261	2.16875e-11    -10.0008
20.8711	  3.40893 -0.299644	  3.40931 -0.187586	 16.2278 -5.34389 -7.15161 0.209883  -4.6686	2.25925e-11    -9.99681
20.8721	  3.40863 -0.299643	  3.40902 -0.187586	 16.2243 -5.35614  -7.1593 0.203153 -4.66988	2.40894e-11    -9.99399
20.8731	  3.40834 -0.299642	  3.40873 -0.187586	 16.2219 -5.36458 -7.16429 0.198353 -4.67026	2.59873e-11    -9.99227
20.8741	  3.40804 -0.299641	  3.40843 -0.187586	 16.2206 -5.36961  -7.1668 0.195266 -4.66979	2.82101e-11    -9.99157
20.8751	 3.40774 -0.29964	  3.40814 -0.187586	 16.2201 -5.37147 -7.16701 0.193762 -4.66855	2.99661e-11     -9.9918
20.8761	  3.40745 -0.299639	  3.40784 -0.187586	 16.2205 -5.37049 -7.16512 0.193685 -4.66658	3.11971e-11    -9.99289
20.8771	  3.40715 -0.299638	  3.40754 -0.187586	 16.2215 -5.36692 -7.16132  0.19489 -4.66397	3.23025e-11    -9.99476
20.8781	  3.40685 -0.299637	  3.40725 -0.187586	 16.2232 -5.36103 -7.15578 0.197253 -4.66078	3.31919e-11    -9.99733
20.8791	  3.40654 -0.299637	  3.40695 -0.187586	 16.2254 -5.35313 -7.14872 0.200603 -4.65707	3.29155e-11    -10.0005
20.8801	  3.40624 -0.299636	  3.40665 -0.187586	 16.2254 -5.35313 -7.14872 0.200603 -4.65707	3.14907e-11    -10.0043
20.8811	  3.40593 -0.299635	  3.40635 -0.187586	 16.2287 -5.33682  -7.1327 0.208356 -4.64823	2.99332e-11    -10.0085
20.8821	  3.40565 -0.299634	  3.40604 -0.187586	 16.2339 -5.31783 -7.11984 0.217897 -4.64413	2.83572e-11    -10.0131
20.8831	  3.40536 -0.299633	  3.40574 -0.187586	 16.2379 -5.30258 -7.10781 0.225043 -4.63917	2.69508e-11    -10.0181
20.8841	  3.40504 -0.299632	  3.40544 -0.187586	 16.2408 -5.29031 -7.09641 0.230279 -4.63353	2.61183e-11    -10.0233
20.8851	  3.40472 -0.299631	  3.40512 -0.187586	 16.2443 -5.27644 -7.08406 0.236362 -4.62778	2.4427e-11   -10.0288
20.8861	 3.40442 -0.29963	  3.40482 -0.187586	 16.2455 -5.26891 -7.07701 0.239471 -4.62429	2.22901e-11    -10.0319
20.8871	   3.4041 -0.299632	  3.40451 -0.187586	  16.235 -5.29513 -7.09179  0.22494 -4.62729	2.02588e-11     -10.021
20.8881	  3.40379 -0.299631	   3.4042 -0.187586	 16.2215 -5.33905 -7.12162 0.202082 -4.63597	1.82925e-11    -10.0092
20.8891	  3.40347 -0.299631	  3.40389 -0.187586	 16.2215 -5.33905 -7.12162 0.202082 -4.63597	1.62998e-11    -9.99918
20.8901	 3.40314 -0.29963	  3.40389 -0.187586	 16.2102 -5.37587 -7.14679 0.182918 -4.64325	1.35168e-11    -9.99076
20.8911	  3.40283 -0.299629	  3.40327 -0.187586	  16.195 -5.41859 -7.17317 0.163531 -4.64893	9.91912e-12    -9.98391
20.8921	  3.40252 -0.299629	  3.40295 -0.187586	 16.1875 -5.44399 -7.19063 0.150256 -4.65372	6.37108e-12    -9.97855
20.8931	  3.40223 -0.299628	  3.40265 -0.187586	 16.1817 -5.46401 -7.20417 0.139666 -4.65711	2.80825e-12    -9.97459
20.8941	  3.40188 -0.299627	  3.40265 -0.187586	  16.178 -5.47714 -7.21367 0.132798 -4.65966	-7.87193e-13     -9.97195
20.8951	  3.40158 -0.299626	  3.40201 -0.187586	 16.1736   -5.493 -7.22229 0.123762 -4.66011	-4.88266e-12     -9.97054
20.8961	  3.40127 -0.299626	   3.4017 -0.187586	 16.1725 -5.49739 -7.22548 0.121276 -4.66052	-8.07723e-12     -9.97027
20.8971	  3.40096 -0.299625	  3.40139 -0.187586	 16.1723 -5.49905 -7.22516 0.119461 -4.65807	-1.04939e-11     -9.97104
20.8981	  3.40061 -0.299624	  3.40107 -0.187586	 16.1713 -5.50262   -7.224 0.116354 -4.65464	-1.22636e-11     -9.97277
20.8991	  3.40028 -0.299623	  3.40074 -0.187586	 16.1713 -5.50262   -7.224 0.116354 -4.65464	-1.38456e-11     -9.97537
20.9001	      3.4 -0.299623	  3.40043 -0.187586	 16.1743  -5.4935 -7.21713 0.120569 -4.65161	-1.58196e-11     -9.97874
20.9011	  3.39965 -0.299622	  3.40043 -0.187586	  16.177 -5.48174 -7.20891 0.127161 -4.64843	-1.77162e-11     -9.98279
20.9021	  3.39931 -0.299621	  3.39979 -0.187586	  16.181 -5.46656 -7.19184 0.132549 -4.63784	-1.873e-11   -9.98744
20.9031	   3.399 -0.29962	  3.39946 -0.187586	  16.181 -5.46656 -7.19184 0.132549 -4.63784	-1.98448e-11     -9.99261
20.9041	 3.39868 -0.29962	  3.39914 -0.187586	 16.1909 -5.43048 -7.16468 0.149804 -4.62732	-2.15994e-11      -9.9982
20.9051	  3.39833 -0.299619	  3.39881 -0.187586	  16.194 -5.41798 -7.15222 0.154868  -4.6207	-2.33946e-11     -10.0042
20.9061	  3.39803 -0.299618	  3.39849 -0.187586	 16.1995 -5.39655 -7.13637 0.165256 -4.61493	-2.50056e-11     -10.0104
20.9071	   3.3977 -0.299617	  3.39817 -0.187586	 16.2039 -5.37855  -7.1213 0.173461 -4.60844	-2.68532e-11     -10.0168
20.9081	  3.39736 -0.299616	  3.39783 -0.187586	  16.206 -5.36844 -7.11183  0.17767 -4.60387	-2.81465e-11      -10.021
20.9091	  3.39702 -0.299618	   3.3975 -0.187586	 16.1962 -5.39104  -7.1236 0.164878 -4.60565	-2.8949e-11     -10.011
20.9101	   3.3967 -0.299617	  3.39718 -0.187586	 16.1786 -5.43902 -7.15486  0.14339 -4.61396	-2.98393e-11     -10.0002
20.9111	  3.39636 -0.299617	  3.39684 -0.187586	 16.1786 -5.43902 -7.15486  0.14339 -4.61396	-3.13832e-11     -9.99103
20.9121	  3.39604 -0.299616	  3.39652 -0.187586	 16.1679 -5.47343 -7.17772   0.1253 -4.62019	-3.38791e-11      -9.9835
20.9131	  3.39571 -0.299616	  3.39618 -0.187586	 16.1593 -5.50082 -7.19637 0.110966  -4.6254	-3.67942e-11     -9.97751
20.9141	  3.39534 -0.299615	  3.39585 -0.187586	  16.1453  -5.54654  -7.22488 0.0862064  -4.63121	-3.96632e-11     -9.97296
20.9151	  3.39502 -0.299615	  3.39551 -0.187586	  16.1427   -5.5556   -7.2316 0.0814078  -4.63311	-4.28356e-11     -9.96978
20.9161	  3.39467 -0.299614	  3.39517 -0.187586	  16.1397  -5.56566   -7.2371 0.0755713  -4.63331	-4.56614e-11     -9.96787
20.9171	  3.39436 -0.299614	  3.39485 -0.187586	   16.139  -5.56776  -7.23848 0.0741784  -4.63312	-4.85675e-11     -9.96716
20.9181	  3.39401 -0.299613	  3.39451 -0.187586	  16.1381  -5.57061  -7.23864 0.0719221  -4.63141	-5.10587e-11     -9.96753
20.9191	  3.39366 -0.299612	  3.39417 -0.187586	  16.1381  -5.57006  -7.23633 0.0713606  -4.62886	-5.29458e-11     -9.96891
20.9201	  3.39331 -0.299612	  3.39382 -0.187586	  16.1381  -5.57006  -7.23633 0.0713606  -4.62886	-5.40986e-11     -9.97119
20.9211	  3.39296 -0.299611	  3.39348 -0.187586	  16.138 -5.56395 -7.22728 0.074893 -4.62194	-5.45917e-11      -9.9743
20.9221	  3.39263 -0.299611	  3.39315 -0.187586	  16.1408  -5.55336  -7.21836 0.0795556  -4.61768	-5.44819e-11     -9.97813
20.9231	 3.39227 -0.29961	   3.3928 -0.187586	  16.1438  -5.54218  -7.20825 0.0842869  -4.61262	-5.42377e-11      -9.9826
20.9241	  3.39193 -0.299609	  3.39246 -0.187586	  16.1438  -5.54218  -7.20825 0.0842869  -4.61262	-5.42805e-11     -9.98762
20.9251	  3.39158 -0.299609	  3.39211 -0.187586	  16.1512   -5.5133  -7.18377 0.0971735  -4.60149	-5.41271e-11     -9.99311
20.9261	  3.39125 -0.299608	  3.39178 -0.187586	 16.1554   -5.496 -7.16975 0.105137 -4.59559	-5.40522e-11       -9.999
20.9271	  3.39088 -0.299607	  3.39142 -0.187586	  16.157 -5.48804 -7.16156 0.108165 -4.59117	-5.41895e-11     -10.0027
20.9281	 3.39053 -0.29961	  3.39107 -0.187586	  16.157 -5.48804 -7.16156 0.108165 -4.59117	-5.40652e-11     -9.99247
20.9291	  3.39018 -0.299609	  3.39073 -0.187586	  16.1343  -5.55292  -7.20236 0.0734868  -4.60138	-5.36615e-11     -9.98154
20.9301	  3.38985 -0.299609	  3.39039 -0.187586	  16.1343  -5.55292  -7.20236 0.0734868  -4.60138	-5.34093e-11     -9.97243
20.9311	  3.38949 -0.299608	  3.39004 -0.187586	  16.1106  -5.62141  -7.24726 0.0411263  -4.61289	-5.34461e-11     -9.96505
20.9321	   3.3891 -0.299608	  3.38969 -0.187586	  16.1019  -5.65019  -7.26412 0.0253158  -4.61547	-5.31117e-11     -9.95931
20.9331	  3.38877 -0.299608	  3.38933 -0.187586	  16.1019  -5.65019  -7.26412 0.0253158  -4.61547	-5.23564e-11     -9.95513
20.9341	   3.3884 -0.299607	  3.38899 -0.187586	  16.0989  -5.66062  -7.27249 0.0199975  -4.61836	-5.01899e-11     -9.95241
20.9351	  3.38803 -0.299607	  3.38899 -0.187586	   16.094  -5.67701  -7.28132 0.0106374  -4.61876	-4.75621e-11     -9.95104
20.9361	  3.38768 -0.299606	  3.38828 -0.187586	   16.0923   -5.68326   -7.28476 0.00687515   -4.61865	-4.5521e-11    -9.95094
20.9371	  3.38732 -0.299606	  3.38793 -0.187586	   16.0904    -5.6892   -7.28674 0.00293754   -4.61715	-4.33034e-11     -9.95198
20.9381	  3.38696 -0.299606	  3.38757 -0.187586	   16.0906   -5.68838   -7.28473 0.00262681   -4.61498	-4.04562e-11     -9.95408
20.9391	   3.3866 -0.299605	  3.38722 -0.187586	   16.0918   -5.68435   -7.28027 0.00388311    -4.6119	-3.71074e-11     -9.95712
20.9401	  3.38623 -0.299605	  3.38722 -0.187586	   16.0936   -5.67752   -7.27363 0.00649673   -4.60803	-3.39456e-11     -9.96101
20.9411	  3.38591 -0.299604	   3.3865 -0.187586	  16.0936  -5.67136  -7.26678 0.0110705   -4.6038	-3.14058e-11     -9.96566
20.9421	  3.38551 -0.299604	  3.38614 -0.187586	  16.0987  -5.65333  -7.25409 0.0198686  -4.59933	-2.98163e-11     -9.97096
20.9431	  3.38516 -0.299603	  3.38577 -0.187586	  16.1002  -5.64594  -7.24434 0.0220346  -4.59276	-2.84752e-11     -9.97681
20.9441	  3.38477 -0.299603	  3.38541 -0.187586	 16.1068  -5.6227 -7.22799 0.033444 -4.58733	-2.76922e-11     -9.98314
20.9451	  3.38443 -0.299602	  3.38505 -0.187586	  16.1093  -5.61109   -7.2153 0.0377645     -4.58	-2.78249e-11     -9.98986
20.9461	  3.38408 -0.299602	   3.3847 -0.187586	  16.1161   -5.5856   -7.1972 0.0502833    -4.574	-2.79823e-11     -9.99441
20.9471	  3.38372 -0.299605	  3.38433 -0.187586	  16.1095  -5.59395  -7.19702 0.0438984  -4.57045	-2.76713e-11     -9.98495
20.9481	  3.38336 -0.299604	  3.38396 -0.187586	  16.0988  -5.62794  -7.22096 0.0264268  -4.57802	-2.68871e-11      -9.9748
20.9491	  3.38299 -0.299604	   3.3836 -0.187586	  16.0889  -5.65926  -7.24174 0.0099558  -4.58357	-2.54045e-11     -9.96643
20.9501	  3.38257 -0.299604	  3.38324 -0.187586	  16.0889  -5.65926  -7.24174 0.0099558  -4.58357	-2.40639e-11     -9.95977
20.9511	   3.3822 -0.299604	  3.38324 -0.187586	 16.0716 -5.70501 -7.26712 -0.01088 -4.58675	-2.30576e-11     -9.95472
20.9521	  3.38185 -0.299604	  3.38285 -0.187586	   16.0662   -5.72307   -7.27919 -0.0205257   -4.58979	-2.07768e-11      -9.9512
20.9531	  3.38148 -0.299603	  3.38213 -0.187586	   16.0634   -5.73202   -7.28627 -0.0251719   -4.59213	-1.78975e-11      -9.9491
20.9541	  3.38109 -0.299603	  3.38176 -0.187586	   16.0564   -5.75381   -7.29674 -0.0381835   -4.59109	-1.51524e-11     -9.94832
20.9551	  3.38073 -0.299603	  3.38139 -0.187586	   16.0564   -5.75381   -7.29674 -0.0381835   -4.59109	-1.21268e-11     -9.94876
20.9561	  3.38036 -0.299603	  3.38102 -0.187586	   16.0572   -5.75104   -7.29465 -0.0371812   -4.58986	-9.05963e-12     -9.95031
20.9571	  3.37997 -0.299602	  3.38064 -0.187586	  16.0577  -5.74874  -7.29138 -0.036826  -4.58721	-5.79528e-12     -9.95288
20.9581	  3.37961 -0.299602	  3.38028 -0.187586	   16.0615   -5.73368   -7.27749 -0.0308235   -4.57965	-2.28731e-12     -9.95636
20.9591	  3.37922 -0.299602	   3.3799 -0.187586	   16.0642   -5.72349   -7.26795 -0.0266772   -4.57965	1.61491e-12    -9.96065
20.9601	  3.37883 -0.299601	  3.37952 -0.187586	   16.0642   -5.72349   -7.26795 -0.0266772   -4.57461	4.95022e-12    -9.96566
20.9611	  3.37847 -0.299601	  3.37915 -0.187586	   16.0673   -5.70167   -7.24672 -0.0147683   -4.56336	7.49981e-12    -9.97128
20.9621	   3.3781 -0.299601	  3.37878 -0.187586	    16.0718     -5.6837    -7.23206 -0.00658126    -4.55713	9.42332e-12    -9.97742
20.9631	  3.37769 -0.299601	   3.3784 -0.187586	    16.0718     -5.6837    -7.23206 -0.00658126    -4.55713	1.05613e-11    -9.98401
20.9641	3.37729 -0.2996	  3.37802 -0.187586	    16.0747    -5.67029    -7.21843 -0.00129223    -4.54977	1.07378e-11    -9.99094
20.9651	3.37688 -0.2996	  3.37762 -0.187586	   16.0786   -5.65323   -7.20301 0.00605664   -4.54246	1.13715e-11    -9.99569
20.9661	  3.37656 -0.299602	  3.37726 -0.187586	   16.0746   -5.65116   -7.19698 0.00535536   -4.53841	1.24776e-11    -9.98638
20.9671	  3.37615 -0.299602	  3.37688 -0.187586	   16.0746   -5.65116   -7.19698 0.00535536   -4.53841	1.38137e-11    -9.97636
20.9681	  3.37584 -0.299602	  3.37649 -0.187586	   16.0562   -5.70842   -7.23822 -0.0238716   -4.55217	1.47493e-11     -9.9681
20.9691	  3.37538 -0.299602	  3.37612 -0.187586	   16.0423   -5.75111   -7.26106 -0.0476772   -4.55408	1.55256e-11    -9.96151
20.9701	  3.37499 -0.299602	  3.37574 -0.187586	   16.0284   -5.78359   -7.27987 -0.0599214   -4.55717	1.58465e-11    -9.95651
20.9711	  3.37468 -0.299602	  3.37536 -0.187586	   16.0283   -5.78381   -7.28349 -0.0594271   -4.56048	1.53736e-11      -9.953
20.9721	  3.37425 -0.299602	  3.37496 -0.187586	    16.023   -5.80015   -7.29131 -0.0690254   -4.55998	1.35684e-11     -9.9509
20.9731	  3.37382 -0.299601	  3.37459 -0.187586	   16.0181   -5.81455   -7.29696 -0.0778515   -4.55817	1.11637e-11     -9.9501
20.9741	  3.37343 -0.299601	   3.3742 -0.187586	   16.0173   -5.81632   -7.29652 -0.0795674   -4.55643	9.4465e-12    -9.9505
20.9751	  3.37308 -0.299601	  3.37381 -0.187586	   16.0204   -5.80585   -7.29024 -0.0743601   -4.55485	7.78513e-12      -9.952
20.9761	  3.37272 -0.299601	  3.37341 -0.187586	   16.0244   -5.79204   -7.28152 -0.0674996   -4.55246	5.52197e-12     -9.9545
20.9771	  3.37229 -0.299601	  3.37303 -0.187586	   16.0234   -5.79286   -7.27715 -0.0696208   -4.54718	3.51627e-12    -9.95791
20.9781	   3.3719 -0.299601	  3.37265 -0.187586	   16.0257   -5.78318   -7.26795 -0.0657527   -4.54225	9.28626e-13    -9.96211
20.9791	   3.3715 -0.299601	  3.37225 -0.187586	   16.0267   -5.77766   -7.26232 -0.0638012     -4.539	-1.09562e-12     -9.96455
20.9801	  3.37105 -0.299604	  3.37186 -0.187586	   16.0267   -5.77766   -7.26232 -0.0638012     -4.539	-2.49938e-12     -9.95331
20.9811	  3.37069 -0.299604	  3.37147 -0.187586	   16.0059   -5.82824   -7.28866 -0.0874328   -4.54132	-3.84997e-12     -9.94175
20.9821	   3.3703 -0.299604	  3.37108 -0.187586	  15.9952  -5.86379    -7.315 -0.105319  -4.55033	-5.73362e-12     -9.93234
20.9831	  3.36988 -0.299604	  3.37108 -0.187586	  15.9852  -5.89728  -7.33804 -0.122682  -4.55678	-7.90819e-12     -9.92496
20.9841	  3.36946 -0.299604	  3.37067 -0.187586	  15.9769  -5.92554  -7.35655 -0.137668  -4.56112	-9.68706e-12      -9.9195
20.9851	  3.36906 -0.299604	   3.3699 -0.187586	 15.9686 -5.95309 -7.37287 -0.15275  -4.5634	-1.13256e-11     -9.91585
20.9861	  3.36866 -0.299605	   3.3695 -0.187586	  15.9644  -5.96816  -7.38229 -0.161053  -4.56483	-1.24888e-11     -9.91388
20.9871	  3.36828 -0.299605	  3.36909 -0.187586	  15.9617  -5.97789  -7.38782 -0.166706  -4.56491	-1.37644e-11     -9.91347
20.9881	  3.36789 -0.299605	   3.3687 -0.187586	  15.9636  -5.97432  -7.38487 -0.165857  -4.56223	-1.50888e-11      -9.9145
20.9891	  3.36748 -0.299605	   3.3683 -0.187586	  15.9636  -5.97432  -7.38487 -0.165857  -4.56223	-1.61699e-11     -9.91684
20.9901	  3.36708 -0.299605	   3.3679 -0.187586	  15.9651  -5.97053   -7.3803 -0.164886  -4.55861	-1.75173e-11     -9.92037
20.9911	  3.36664 -0.299605	  3.36749 -0.187586	  15.9643  -5.96576  -7.37464 -0.160431  -4.55475	-1.86969e-11     -9.92497
20.9921	  3.36623 -0.299605	   3.3671 -0.187586	   15.966  -5.95931  -7.36622 -0.158657  -4.54868	-1.96549e-11     -9.93051
20.9931	  3.36585 -0.299605	   3.3667 -0.187586	  15.9704   -5.9441  -7.35341 -0.151986  -4.54257	-2.01425e-11     -9.93687
20.9941	  3.36546 -0.299605	  3.36631 -0.187586	  15.9825  -5.90094  -7.32036 -0.131796  -4.52928	-2.05066e-11     -9.94394
20.9951	  3.36505 -0.299609	  3.36591 -0.187586	  16.068 -5.35144 -6.82679 0.119209 -4.32426	-2.11531e-11     -9.94182
20.9961	  3.36463 -0.299609	  3.36549 -0.187586	  16.068 -5.35144 -6.82679 0.119209 -4.32426	-2.18198e-11     -9.93123
20.9971	   3.3642 -0.299609	   3.3651 -0.187586	  15.9563  -5.97886    -7.368 -0.173867  -4.53903	-2.20037e-11     -9.92226
20.9981	  3.36379 -0.299609	  3.36469 -0.187586	  15.9488  -6.00401  -7.38488 -0.187109  -4.54324	-2.2257e-11    -9.91533
20.9991	  3.3634 -0.29961	  3.36428 -0.187586	 15.9449 -6.01787 -7.39524 -0.19432 -4.54639	-2.21666e-11     -9.91034
21.0001	   3.363 -0.29961	  3.36388 -0.187586	 15.9449 -6.01787 -7.39524 -0.19432 -4.54639	-2.21063e-11      -9.9072
21.0011	 3.36261 -0.29961	  3.36347 -0.187586	  15.9349  -6.04098  -7.40839 -0.202522  -4.54786	-2.20691e-11     -9.90576
21.0021	 3.36215 -0.29961	  3.36307 -0.187586	  15.9307  -6.05547  -7.41429 -0.211804  -4.54518	-2.23292e-11      -9.9059
21.0031	  3.36174 -0.299611	  3.36266 -0.187586	  15.9307  -6.05547  -7.41429 -0.211804  -4.54518	-2.30083e-11     -9.90749
21.0041	   3.3614 -0.299611	  3.36224 -0.187586	  15.9387  -6.03141  -7.39905 -0.200127  -4.54029	-2.3472e-11     -9.9104
21.0051	  3.36099 -0.299611	  3.36183 -0.187586	  15.9387  -6.03141  -7.39905 -0.200127  -4.54029	-2.38453e-11      -9.9145
21.0061	  3.36049 -0.299611	  3.36143 -0.187586	  15.9407  -6.02182  -7.38353 -0.198534  -4.52771	-2.50945e-11     -9.91966
21.0071	  3.36016 -0.299611	  3.36101 -0.187586	   15.951  -5.98859  -7.36341 -0.181389   -4.5233	-2.65085e-11     -9.92576
21.0081	  3.35974 -0.299612	   3.3606 -0.187586	   15.951  -5.98859  -7.36341 -0.181389   -4.5233	-2.72846e-11     -9.93019
21.0091	  3.35932 -0.299614	  3.36018 -0.187586	  15.9539  -5.97727  -7.35339 -0.176669  -4.51821	-2.72908e-11     -9.92099
21.0101	  3.35882 -0.299615	  3.35978 -0.187586	  15.9464  -5.99227  -7.35933 -0.185677  -4.51736	-2.66269e-11     -9.91152
21.0111	  3.35843 -0.299615	  3.35937 -0.187586	  15.9173  -6.07633   -7.4103 -0.226401  -4.52674	-2.58668e-11     -9.90423
21.0121	  3.35798 -0.299616	  3.35895 -0.187586	  15.9094  -6.10216  -7.42542 -0.240599  -4.52865	-2.58573e-11       -9.899
21.0131	  3.35755 -0.299617	  3.35895 -0.187586	  15.9094  -6.10216  -7.42542 -0.240599  -4.52865	-2.63605e-11     -9.89569
21.0141	  3.35718 -0.299617	  3.35812 -0.187586	  15.9048  -6.11759  -7.43447 -0.249255   -4.5295	-2.68246e-11     -9.89417
21.0151	  3.35671 -0.299618	   3.3577 -0.187586	  15.9023  -6.12693  -7.43855 -0.255491  -4.52754	-2.79208e-11      -9.8943
21.0161	  3.35633 -0.299618	  3.35728 -0.187586	  15.9058  -6.11726  -7.43261 -0.250858  -4.52549	-2.95271e-11     -9.89596
21.0171	  3.35587 -0.299619	  3.35686 -0.187586	  15.9055  -6.11661  -7.42818 -0.252045   -4.5206	-3.1352e-11      -9.899
21.0181	  3.35548 -0.299619	  3.35644 -0.187586	 15.9113 -6.09776 -7.41561 -0.24285 -4.51653	-3.30865e-11     -9.90329
21.0191	 3.35506 -0.29962	  3.35601 -0.187586	  15.9161  -6.08135  -7.40258 -0.235472  -4.51076	-3.47455e-11     -9.90868
21.0201	 3.35467 -0.29962	   3.3556 -0.187586	  15.9182  -6.06558  -7.38974 -0.224728  -4.50514	-3.61613e-11     -9.91507
21.0211	 3.35424 -0.29962	  3.35518 -0.187586	  15.9241   -6.0425  -7.36996 -0.214502  -4.49619	-3.72568e-11      -9.9223
21.0221	  3.35378 -0.299621	  3.35476 -0.187586	  15.9249  -6.03838  -7.36348 -0.213866  -4.49076	-3.80571e-11     -9.92779
21.0231	  3.35335 -0.299624	  3.35434 -0.187586	 15.9172 -6.05427 -7.37031 -0.22324 -4.49027	-3.88037e-11     -9.91956
21.0241	  3.35292 -0.299625	  3.35391 -0.187586	  15.9073  -6.08594  -7.39143 -0.239798  -4.49576	-3.99739e-11     -9.91098
21.0251	  3.35253 -0.299626	  3.35349 -0.187586	  15.902 -6.10335 -7.40471 -0.24863 -4.50035	-4.09749e-11      -9.9045
21.0261	  3.35206 -0.299627	  3.35307 -0.187586	  15.8935  -6.12945  -7.41903 -0.263204  -4.50133	-4.10741e-11         -9.9
21.0271	  3.35163 -0.299627	  3.35264 -0.187586	  15.8899    -6.141  -7.42577 -0.269785  -4.50188	-4.04259e-11     -9.89735
21.0281	  3.35124 -0.299628	  3.35221 -0.187586	  15.8905  -6.13946  -7.42564 -0.269186  -4.50202	-3.99033e-11     -9.89642
21.0291	  3.35075 -0.299629	  3.35179 -0.187586	  15.8864   -6.1511  -7.42867 -0.276837  -4.49849	-4.00265e-11     -9.89706
21.0301	 3.35033 -0.29963	  3.35136 -0.187586	  15.8808  -6.15717  -7.42942 -0.275896  -4.49586	-3.96132e-11     -9.89916
21.0311	 3.34989 -0.29963	  3.35093 -0.187586	 15.8822  -6.1513 -7.42267  -0.2741 -4.49121	-3.90956e-11     -9.90258
21.0321	  3.34944 -0.299631	   3.3505 -0.187586	  15.8852  -6.14013  -7.41251 -0.269577  -4.48577	-3.86851e-11     -9.90717
