Timestep 	 x_error[2] 	 command torques[4]
1.68813	 0.30719 0.197384	21.6737 13.5586 15.3949 4.77096
1.68913	0.307246 0.197378	21.6738 13.5591 15.3946 4.77135
1.69012	0.307309 0.197371	21.6738 13.5591 15.3946 4.77135
1.69113	 0.30738 0.197363	21.6742 13.5603 15.3939 4.77233
1.69212	0.307442 0.197356	21.6742 13.5603 15.3939 4.77233
1.69313	0.307504 0.197348	21.6745 13.5608 15.3936 4.77278
1.69412	0.307565 0.197341	21.6747 13.5614 15.3933 4.77324
1.69513	0.307627 0.197334	21.6754 13.5627 15.3928 4.77417
1.69613	0.307687 0.197327	21.6758 13.5634 15.3926 4.77463
1.69713	0.307748  0.19732	21.6758 13.5634 15.3926 4.77463
1.69813	0.307809 0.197313	21.6766 13.5647 15.3922 4.77557
1.69913	0.307868 0.197305	21.6771 13.5654  15.392 4.77604
1.70013	0.307927 0.197298	21.6776 13.5661 15.3918 4.77651
1.70113	0.307986 0.197291	21.6776 13.5661 15.3918 4.77651
1.70212	0.308037 0.197285	21.6785 13.5675 15.3916  4.7774
1.70312	0.308099 0.197277	21.6785 13.5675 15.3916  4.7774
1.70413	0.308155  0.19727	21.6798 13.5691 15.3914 4.77838
1.70512	0.308218 0.197262	21.6798 13.5691 15.3914 4.77838
1.70612	0.308269 0.197256	 21.681 13.5707 15.3912 4.77932
1.70713	0.308331 0.197248	21.6818 13.5716 15.3912 4.77986
1.70813	0.308389 0.197241	21.6825 13.5725 15.3911 4.78035
1.70912	0.308445 0.197233	21.6825 13.5725 15.3911 4.78035
1.71012	0.308501 0.197226	21.6832 13.5733 15.3911 4.78083
1.71112	0.308556 0.197219	 21.684 13.5742 15.3911 4.78132
1.71213	0.308611 0.197212	21.6856 13.5759 15.3911 4.78181
1.71312	0.308666 0.197205	21.6856 13.5759 15.3911 4.78229
1.71413	 0.30872 0.197197	21.6873 13.5778 15.3912 4.78327
1.71512	0.308774  0.19719	21.6873 13.5778 15.3912 4.78327
1.71613	0.308828 0.197183	 21.689 13.5796 15.3913 4.78424
1.71712	0.308881 0.197176	 21.689 13.5796 15.3913 4.78424
1.71812	 0.30893 0.197169	21.6908 13.5814 15.3914 4.78518
1.71913	0.308985 0.197161	21.6918 13.5825 15.3916 4.78571
1.72013	0.309039 0.197154	21.6928 13.5835 15.3917 4.78621
1.72113	0.309091 0.197147	21.6928 13.5835 15.3917 4.78621
1.72212	0.309138  0.19714	21.6947 13.5853 15.3919 4.78714
1.72313	0.309188 0.197133	21.6947 13.5853 15.3919 4.78714
1.72412	0.309245 0.197125	21.6957 13.5863 15.3921 4.78763
1.72512	0.309295 0.197118	21.6969 13.5875 15.3923 4.78818
1.72612	0.309346 0.197111	 21.698 13.5885 15.3924 4.78867
1.72713	0.309396 0.197104	21.7002 13.5906 15.3928 4.78966
1.72813	0.309445 0.197097	21.7013 13.5916  15.393 4.79015
1.72912	0.309495  0.19709	21.7013 13.5916  15.393 4.79015
1.73013	0.309544 0.197082	21.7036 13.5937 15.3934 4.79114
1.73113	0.309592 0.197075	21.7036 13.5937 15.3934 4.79114
1.73213	0.309641 0.197068	21.7059 13.5959 15.3939 4.79212
1.73312	0.309689 0.197061	21.7059 13.5959 15.3939 4.79212
1.73412	0.309737 0.197054	21.7071  13.597 15.3941 4.79261
1.73507	0.309784 0.197047	21.7083 13.5981 15.3944 4.79311
1.73612	0.30983 0.19704	21.7107 13.6002 15.3949 4.79408
1.73713	0.309878 0.197033	21.7107 13.6002 15.3949 4.79408
1.73813	0.309925 0.197026	21.7133 13.6025 15.3955 4.79507
1.73912	0.309965 0.197019	21.7133 13.6025 15.3955 4.79507
1.74012	0.310016 0.197012	21.7144 13.6035 15.3957  4.7955
1.74113	0.310063 0.197005	21.7158 13.6047 15.3961 4.79604
1.74212	0.310107 0.196998	21.7172 13.6059 15.3964 4.79654
1.74312	0.310154  0.19699	21.7184  13.607 15.3967 4.79702
1.74413	0.310198 0.196983	21.7211 13.6093 15.3974 4.79801
1.74513	0.310241 0.196977	21.7211 13.6093 15.3974 4.79801
1.74612	0.310285  0.19697	21.7224 13.6104 15.3977 4.79848
1.74711	0.310331 0.196962	21.7238 13.6116  15.398 4.79897
1.74811	0.310376 0.196955	21.7252 13.6128 15.3984 4.79947
1.74913	0.310417 0.196949	21.7266  13.614 15.3988 4.79997
1.75012	0.310458 0.196942	 21.728 13.6151 15.3991 4.80044
1.75113	0.310505 0.196935	21.7308 13.6175 15.3999 4.80142
1.75212	 0.31054 0.196929	 21.732 13.6185 15.4002 4.80183
1.75312	0.310583 0.196922	 21.732 13.6185 15.4002 4.80183
1.75412	0.310628 0.196914	21.7342 13.6202 15.4009  4.8025
1.75513	0.310671 0.196907	21.7365 13.6222 15.4014 4.80332
1.75612	0.310712   0.1969	21.7365 13.6222 15.4014 4.80332
1.75713	0.310752 0.196894	21.7379 13.6234 15.4018  4.8038
1.75813	0.310794 0.196887	21.7408 13.6258 15.4027 4.80476
1.75913	0.310834  0.19688	21.7423  13.627 15.4031 4.80523
1.76012	0.310875 0.196873	21.7438 13.6282 15.4035 4.80571
1.76112	0.310915 0.196866	21.7438 13.6282 15.4035 4.80571
1.76213	0.310954  0.19686	21.7467 13.6306 15.4044 4.80665
1.76313	0.310994 0.196853	21.7467 13.6306 15.4044 4.80665
1.76413	0.311033 0.196846	21.7482 13.6318 15.4048 4.80712
1.76513	0.311072  0.19684	21.7497  13.633 15.4053 4.80759
1.76613	 0.31111 0.196833	21.7512 13.6342 15.4057 4.80806
1.76712	0.311149 0.196826	21.7527 13.6354 15.4062 4.80853
1.76815	0.311187  0.19682	21.7558 13.6379 15.4071 4.80946
1.76913	0.311224 0.196813	21.7558 13.6379 15.4071 4.80946
1.77012	0.311261 0.196806	21.7588 13.6403  15.408 4.81038
1.77113	0.3113 0.1968	21.7604 13.6415 15.4085 4.81085
1.77212	0.311333 0.196794	21.7618 13.6426 15.4089 4.81127
1.77314	0.311374 0.196786	21.7618 13.6426 15.4089 4.81127
1.77412	0.31141 0.19678	21.7634  13.644 15.4095 4.81178
1.77513	0.311446 0.196773	21.7665 13.6464 15.4104 4.81269
1.77612	0.311483 0.196767	21.7665 13.6464 15.4104 4.81269
1.77713	0.311518  0.19676	21.7681 13.6476 15.4109 4.81315
1.77814	0.311554 0.196754	21.7712 13.6501 15.4119 4.81405
1.77913	0.311589 0.196747	21.7728 13.6513 15.4124 4.81451
1.78013	0.311624 0.196741	21.7743 13.6525 15.4129 4.81495
1.78113	0.311659 0.196735	21.7743 13.6525 15.4129 4.81495
1.78213	0.311694 0.196728	21.7775  13.655 15.4139 4.81585
1.78313	0.311728 0.196722	21.7775  13.655 15.4139 4.81585
1.78413	0.311763 0.196715	21.7806 13.6574 15.4149 4.81674
1.78507	0.311793  0.19671	21.7806 13.6574 15.4149 4.81674
1.78613	0.311827 0.196703	21.7836 13.6598 15.4159 4.81758
1.78712	0.311863 0.196697	21.7853 13.6611 15.4165 4.81806
1.78812	0.311897  0.19669	21.7853 13.6611 15.4165 4.81806
1.78913	0.311929 0.196684	21.7869 13.6623  15.417 4.81851
1.79008	0.311959 0.196678	21.7885 13.6635 15.4175 4.81893
1.79112	0.311995 0.196671	21.7899 13.6646  15.418 4.81933
1.79212	0.312028 0.196665	21.7917  13.666 15.4186 4.81982
1.79312	 0.31206 0.196659	21.7933 13.6672 15.4191 4.82025
1.79413	0.312092 0.196653	21.7965 13.6696 15.4202 4.82111
1.79513	0.312123 0.196646	21.7981 13.6708 15.4207 4.82154
1.79613	0.312155  0.19664	21.7997  13.672 15.4213 4.82196
1.79712	0.312186 0.196634	21.7997  13.672 15.4213 4.82196
1.79812	0.312216 0.196628	21.8012 13.6733 15.4218 4.82239
1.79912	0.312247 0.196622	21.8028 13.6744 15.4223  4.8228
1.80012	0.312277 0.196616	21.8044 13.6756 15.4229 4.82322
1.80113	0.312308  0.19661	 21.806 13.6768 15.4234 4.82364
1.80212	0.312335 0.196605	21.8076  13.678 15.4239 4.82406
1.80312	0.312369 0.196598	21.8108 13.6805 15.4251 4.82491
1.80412	0.312398 0.196592	21.8123 13.6817 15.4256 4.82531
1.80512	0.312428 0.196586	21.8123 13.6817 15.4256 4.82531
1.80612	0.312457  0.19658	21.8155 13.6841 15.4267 4.82613
1.80708	0.312486 0.196574	21.8155 13.6841 15.4267 4.82613
1.80808	0.312516 0.196568	21.8171 13.6852 15.4272 4.82654
1.80908	0.312544 0.196562	21.8187 13.6865 15.4278 4.82697
1.81008	0.312573 0.196556	21.8203 13.6877 15.4283 4.82737
1.81108	0.312601 0.196551	21.8219 13.6888 15.4289 4.82777
1.81208	0.312629 0.196545	21.8235   13.69 15.4294 4.82817
1.81308	0.312657 0.196539	21.8251 13.6912   15.43 4.82857
1.81408	0.312685 0.196533	21.8266 13.6924 15.4305 4.82897
1.81508	0.312712 0.196527	21.8282 13.6936 15.4311 4.82937
1.81608	0.312739 0.196522	21.8298 13.6947 15.4317 4.82977
1.81708	0.312767 0.196516	21.8314 13.6959 15.4322 4.83016
1.81813	0.312794  0.19651	21.8345 13.6982 15.4333 4.83095
1.81909	 0.31282 0.196505	21.8345 13.6982 15.4333 4.83095
1.82008	0.312844   0.1965	 21.836 13.6994 15.4339 4.83133
1.82108	0.312873 0.196493	21.8375 13.7005 15.4344 4.83168
1.82208	0.312899 0.196488	21.8392 13.7017  15.435 4.83211
1.82307	0.312925 0.196482	21.8408 13.7029 15.4355  4.8325
1.82407	0.312951 0.196477	21.8423  13.704 15.4361 4.83288
1.82506	0.312977 0.196471	21.8439 13.7052 15.4367 4.83326
1.82612	0.313002 0.196466	21.8454 13.7063 15.4372 4.83364
1.82713	0.313028  0.19646	21.8486 13.7086 15.4383 4.83439
1.82813	0.313053 0.196455	21.8501 13.7098 15.4389 4.83477
1.82912	0.313078 0.196449	21.8501 13.7098 15.4389 4.83477
1.83012	0.313102 0.196444	21.8516 13.7109 15.4394 4.83514
1.83112	0.313126 0.196438	21.8531  13.712   15.44  4.8355
1.83212	0.313151 0.196433	21.8547 13.7131 15.4405 4.83587
1.83312	0.313175 0.196428	21.8562 13.7143 15.4411 4.83624
1.83412	0.313199 0.196422	21.8577 13.7154 15.4416  4.8366
1.83508	0.313221 0.196417	21.8593 13.7165 15.4422 4.83697
1.83613	0.313247 0.196411	21.8624 13.7188 15.4433  4.8377
1.83713	 0.31327 0.196406	21.8624 13.7188 15.4433  4.8377
1.83812	0.313294 0.196401	21.8639 13.7199 15.4438 4.83805
1.83908	0.313317 0.196396	21.8654  13.721 15.4444 4.83841
1.84008	 0.31334 0.196391	21.8669 13.7221  15.445 4.83877
1.84107	0.313363 0.196385	21.8684 13.7232 15.4455 4.83912
1.84212	0.313385  0.19638	21.8699 13.7243 15.4461 4.83948
1.84312	0.313408 0.196375	21.8714 13.7254 15.4466 4.83982
1.84412	0.31343 0.19637	21.8729 13.7264 15.4472 4.84017
1.84512	0.313453 0.196365	21.8744 13.7275 15.4477 4.84052
1.84612	0.313475 0.196359	21.8759 13.7287 15.4483 4.84088
1.84713	0.313497 0.196354	21.8789 13.7308 15.4494 4.84156
1.84813	0.313519 0.196349	21.8804 13.7319 15.4499  4.8419
1.84912	 0.31354 0.196344	21.8804 13.7319 15.4499  4.8419
1.85012	0.313562 0.196339	21.8819  13.733 15.4504 4.84224
1.85112	0.313583 0.196334	21.8833  13.734  15.451 4.84258
1.85208	0.313604 0.196329	21.8848 13.7351 15.4515 4.84292
1.85316	0.313625 0.196324	21.8862 13.7361 15.4521 4.84324
1.85412	0.313646  0.19632	21.8877 13.7372 15.4526 4.84358
1.85513	0.313667 0.196314	21.8907 13.7393 15.4537 4.84425
1.85608	0.313687  0.19631	21.8921 13.7403 15.4542 4.84456
1.85712	0.313705 0.196305	21.8921 13.7403 15.4542 4.84456
1.85812	0.313727   0.1963	 21.895 13.7424 15.4553 4.84521
1.85913	0.313748 0.196295	21.8964 13.7435 15.4558 4.84555
1.86012	0.313768  0.19629	21.8964 13.7435 15.4558 4.84555
1.86112	0.313788 0.196285	21.8979 13.7445 15.4564 4.84587
1.86212	0.313807 0.196281	21.8993 13.7455 15.4569 4.84619
1.86313	0.313827 0.196276	21.9007 13.7465 15.4574  4.8465
1.86413	0.313846 0.196271	21.9035 13.7486 15.4585 4.84713
1.86512	0.313865 0.196266	21.9035 13.7486 15.4585 4.84713
1.86612	0.313885 0.196262	 21.905 13.7496  15.459 4.84745
1.86712	0.313904 0.196257	21.9064 13.7506 15.4596 4.84776
1.86812	0.313923 0.196252	21.9078 13.7516 15.4601 4.84807
1.86912	 0.31394 0.196248	21.9092 13.7526 15.4606 4.84838
1.87012	0.313959 0.196243	21.9105 13.7535 15.4611 4.84867
1.87112	0.313978 0.196239	21.9119 13.7545 15.4616 4.84898
1.87208	0.313996 0.196234	21.9133 13.7556 15.4622 4.84929
1.87308	0.314013  0.19623	21.9147 13.7565 15.4627 4.84959
1.87412	0.314032 0.196225	21.9159 13.7574 15.4632 4.84986
1.87508	 0.31405 0.196221	21.9175 13.7585 15.4637 4.85019
1.87607	0.314067 0.196216	21.9188 13.7595 15.4643 4.85049
1.87706	0.314085 0.196212	21.9201 13.7604 15.4647 4.85077
1.87807	0.314103 0.196207	21.9215 13.7614 15.4653 4.85107
1.87906	0.314121 0.196203	21.9229 13.7624 15.4658 4.85137
1.88006	0.314137 0.196199	21.9243 13.7633 15.4663 4.85167
1.88106	0.314155 0.196194	21.9255 13.7642 15.4668 4.85194
1.88206	0.314172 0.196189	 21.927 13.7653 15.4673 4.85225
1.88306	0.314189 0.196185	21.9283 13.7662 15.4678 4.85254
1.88406	0.314206 0.196181	21.9296 13.7671 15.4683 4.85282
1.88507	 0.31422 0.196177	21.9309 13.7681 15.4689  4.8531
1.88613	0.314238 0.196172	21.9335 13.7699 15.4698 4.85365
1.88712	0.314254 0.196168	21.9335 13.7699 15.4698 4.85365
1.88813	0.314271 0.196164	21.9361 13.7718 15.4708 4.85421
1.88908	0.314287  0.19616	21.9361 13.7718 15.4708 4.85421
1.89007	0.314301 0.196156	21.9374 13.7727 15.4713 4.85448
1.89112	0.314318 0.196151	21.9386 13.7735 15.4718 4.85472
1.89212	0.314334 0.196147	  21.94 13.7745 15.4723 4.85502
1.89312	 0.31435 0.196143	21.9413 13.7754 15.4728 4.85529
1.89412	0.314365 0.196139	21.9425 13.7763 15.4733 4.85556
1.89512	0.314381 0.196135	21.9438 13.7772 15.4738 4.85583
1.89612	0.314396 0.196131	21.9451 13.7781 15.4742 4.85609
1.89712	0.314411 0.196127	21.9463  13.779 15.4747 4.85636
1.89812	0.314427 0.196123	21.9476 13.7798 15.4752 4.85662
1.89913	0.314442 0.196119	21.9501 13.7816 15.4762 4.85715
1.90012	0.314457 0.196115	21.9501 13.7816 15.4762 4.85715
1.90112	0.314471 0.196111	21.9514 13.7825 15.4767 4.85741
1.90208	0.314486 0.196107	21.9526 13.7834 15.4771 4.85767
1.90312	  0.3145 0.196103	21.9538 13.7842 15.4776 4.85792
1.90412	0.314515 0.196099	21.9563 13.7859 15.4781 4.85817
1.90513	0.314529 0.196095	21.9563 13.7859 15.4785 4.85842
1.90608	0.314543 0.196091	21.9575 13.7868  15.479 4.85867
1.90712	0.314557 0.196087	21.9599 13.7885 15.4799 4.85917
1.90813	0.314572 0.196083	21.9611 13.7894 15.4804 4.85943
1.90912	0.314586 0.196079	21.9611 13.7894 15.4804 4.85943
1.91013	0.314599 0.196076	21.9635  13.791 15.4813 4.85992
1.91113	0.314613 0.196072	21.9647 13.7919 15.4818 4.86016
1.91213	0.314627 0.196068	21.9659 13.7927 15.4823  4.8604
1.91312	 0.31464 0.196064	21.9659 13.7927 15.4823  4.8604
1.91412	0.314653 0.196061	21.9671 13.7935 15.4827 4.86064
1.91512	0.314667 0.196057	21.9682 13.7943 15.4832 4.86088
1.91612	 0.31468 0.196053	21.9694 13.7952 15.4836 4.86112
1.91712	0.314693 0.196049	21.9706  13.796 15.4841 4.86136
1.91813	0.314706 0.196046	21.9729 13.7976  15.485 4.86182
1.91913	0.314718 0.196042	 21.974 13.7984 15.4854 4.86205
1.92013	0.314731 0.196039	 21.974 13.7984 15.4854 4.86205
1.92108	0.314744 0.196035	21.9751 13.7992 15.4859 4.86228
1.92208	0.314757 0.196031	21.9763    13.8 15.4863 4.86251
1.92308	0.314768 0.196028	21.9774 13.8008 15.4867 4.86274
1.92412	0.314782 0.196024	21.9785 13.8015 15.4871 4.86295
1.92508	0.314794 0.196021	21.9797 13.8023 15.4876 4.86319
1.92612	0.314806 0.196017	21.9808 13.8031 15.4881 4.86342
1.92715	0.314819 0.196014	 21.983 13.8046 15.4889 4.86386
1.92813	0.314831  0.19601	21.9841 13.8054 15.4894 4.86408
1.92912	0.314843 0.196007	21.9841 13.8054 15.4894 4.86408
1.93012	0.314854 0.196003	21.9852 13.8062 15.4898  4.8643
1.93112	0.314866    0.196	21.9863 13.8069 15.4902 4.86451
1.93212	0.314877 0.195996	21.9885 13.8084  15.491 4.86494
1.93313	0.314889 0.195993	21.9885 13.8084  15.491 4.86494
1.93412	0.314901  0.19599	21.9895 13.8092 15.4915 4.86515
1.93508	0.314912 0.195986	21.9917 13.8106 15.4923 4.86558
1.93612	0.314923 0.195983	21.9917 13.8106 15.4923 4.86558
1.93712	0.314935  0.19598	21.9927 13.8114 15.4927 4.86579
1.93812	0.314946 0.195976	21.9938 13.8121 15.4931   4.866
1.93908	0.314957 0.195973	21.9948 13.8128 15.4936  4.8662
1.94007	0.314968  0.19597	21.9959 13.8136  15.494 4.86641
1.94107	0.314979 0.195966	21.9969 13.8143 15.4944 4.86661
1.94212	 0.31499 0.195963	 21.998  13.815 15.4948 4.86682
1.94312	0.315001  0.19596	 21.999 13.8157 15.4952 4.86702
1.94413	0.315011 0.195957	22.0011 13.8172  15.496 4.86742
1.94512	0.315022 0.195953	22.0011 13.8172  15.496 4.86742
1.94612	0.315032  0.19595	22.0021 13.8179 15.4964 4.86762
1.94712	0.315043 0.195947	22.0031 13.8186 15.4968 4.86782
1.94813	0.315053 0.195944	22.0041 13.8193 15.4972 4.86802
1.94912	0.315063 0.195941	22.0051 13.8199 15.4976 4.86821
1.95012	0.315074 0.195938	22.0061 13.8206  15.498  4.8684
1.95113	0.315084 0.195935	22.0081  13.822 15.4988 4.86879
1.95208	0.315094 0.195932	22.0081  13.822 15.4988 4.86879
1.95312	0.315104 0.195929	22.0091 13.8227 15.4991 4.86897
1.95412	0.315113 0.195926	  22.01 13.8233 15.4995 4.86916
1.95512	0.315123 0.195923	 22.012 13.8247 15.5003 4.86953
1.95608	0.315133  0.19592	 22.012 13.8247 15.5003 4.86953
1.95712	0.315143 0.195917	 22.013 13.8253 15.5007 4.86972
1.95813	0.315152 0.195914	22.0149 13.8266 15.5014 4.87009
1.95912	0.315162  0.19591	22.0159 13.8273 15.5018 4.87028
1.96012	0.315171 0.195908	22.0159 13.8273 15.5018 4.87028
1.96112	0.315181 0.195905	22.0168  13.828 15.5022 4.87046
1.96212	 0.31519 0.195902	22.0177 13.8286 15.5026 4.87064
1.96312	0.315199 0.195899	22.0186 13.8292 15.5029 4.87081
1.96412	0.315208 0.195896	22.0196 13.8299 15.5033 4.87099
1.96512	0.315217 0.195893	22.0205 13.8305 15.5037 4.87116
1.96612	0.315226  0.19589	22.0214 13.8312  15.504 4.87134
1.96712	0.315236 0.195887	22.0223 13.8318 15.5044 4.87151
1.96812	0.315244 0.195885	22.0233 13.8324 15.5048 4.87169
1.96913	0.315253 0.195882	22.0242  13.833 15.5051 4.87186
1.97012	0.315262 0.195879	22.0251 13.8336 15.5055 4.87203
1.97112	0.315271 0.195876	 22.026 13.8343 15.5058  4.8722
1.97208	0.315279 0.195873	22.0269 13.8349 15.5062 4.87237
1.97308	0.315287 0.195871	22.0278 13.8355 15.5066 4.87254
1.97412	0.315296 0.195868	22.0286  13.836 15.5069 4.87269
1.97512	0.315305 0.195865	22.0295 13.8367 15.5073 4.87287
1.97613	0.315313 0.195862	22.0313 13.8379  15.508  4.8732
1.97712	0.315321  0.19586	22.0313 13.8379  15.508  4.8732
1.97812	 0.31533 0.195857	 22.033 13.8391 15.5086 4.87352
1.97913	0.315338 0.195854	22.0339 13.8397  15.509 4.87368
1.98013	0.315346 0.195852	22.0347 13.8403 15.5093 4.87384
1.98112	0.315354 0.195849	22.0347 13.8403 15.5093 4.87384
1.98212	0.315362 0.195847	22.0356 13.8408 15.5097   4.874
1.98312	 0.31537 0.195844	22.0364 13.8414   15.51 4.87415
1.98412	0.315377 0.195841	22.0372  13.842 15.5103 4.87431
1.98508	0.315385 0.195839	22.0381 13.8425 15.5107 4.87447
1.98612	0.315393 0.195836	22.0397 13.8437 15.5113 4.87477
1.98712	0.315401 0.195834	22.0406 13.8442 15.5116 4.87493
1.98813	0.315408 0.195831	22.0413 13.8448  15.512 4.87507
1.98908	0.315416 0.195829	22.0422 13.8453 15.5123 4.87523
1.99008	0.315423 0.195826	22.0422 13.8453 15.5123 4.87523
1.99112	0.315431 0.195824	22.0429 13.8458 15.5126 4.87536
1.99212	0.315438 0.195821	22.0438 13.8464 15.5129 4.87553
1.99312	0.315445 0.195819	22.0446  13.847 15.5133 4.87567
1.99412	0.315453 0.195816	22.0454 13.8475 15.5136 4.87582
1.99513	 0.31546 0.195814	 22.047 13.8486 15.5142 4.87611
1.99612	0.315467 0.195811	 22.047 13.8486 15.5142 4.87611
1.99712	0.315474 0.195809	22.0478 13.8491 15.5145 4.87625
1.99812	0.315481 0.195806	22.0486 13.8497 15.5148  4.8764
1.99913	0.315488 0.195804	22.0501 13.8507 15.5155 4.87668
2.00012	0.315494 0.195802	22.0508 13.8512 15.5157  4.8768
2.00112	0.315502 0.195799	22.0516 13.8518 15.5161 4.87696
2.00208	0.315508 0.195797	22.0516 13.8518 15.5161 4.87696
2.00312	0.315516 0.195795	22.0532 13.8528 15.5167 4.87724
2.00412	0.315522 0.195792	22.0532 13.8528 15.5167 4.87724
2.00513	0.315529  0.19579	22.0539 13.8533  15.517 4.87737
2.00608	0.315536 0.195788	22.0547 13.8538 15.5173 4.87751
2.00712	0.315542 0.195786	22.0554 13.8543 15.5176 4.87764
2.00808	0.315549 0.195783	22.0561 13.8548 15.5179 4.87777
2.00912	0.315555 0.195781	22.0569 13.8553 15.5182 4.87791
2.01012	0.315562 0.195779	22.0576 13.8558 15.5185 4.87804
2.01112	0.315568 0.195776	22.0583 13.8563 15.5188 4.87818
2.01212	0.315574 0.195774	22.0591 13.8568 15.5191 4.87831
2.01312	0.315581 0.195772	22.0598 13.8573 15.5194 4.87844
2.01413	0.315587  0.19577	22.0612 13.8583 15.5199 4.87869
2.01512	0.315593 0.195768	22.0612 13.8583 15.5199 4.87869
2.01612	0.315599 0.195766	22.0619 13.8587 15.5202 4.87882
2.01712	0.315605 0.195763	22.0626 13.8592 15.5205 4.87894
2.01812	0.315611 0.195761	 22.064 13.8601 15.5211 4.87919
2.01912	0.315617 0.195759	22.0647 13.8606 15.5213 4.87931
2.02012	0.315622 0.195757	22.0653  13.861 15.5216 4.87942
2.02112	0.315629 0.195755	22.0653  13.861 15.5216 4.87942
2.02208	0.315634 0.195753	22.0667 13.8619 15.5221 4.87967
2.02308	 0.31564 0.195751	22.0667 13.8619 15.5221 4.87967
2.02407	0.315646 0.195749	22.0673 13.8624 15.5224 4.87979
2.02512	0.315652 0.195746	22.0681 13.8629 15.5227 4.87993
2.02613	0.315658 0.195745	22.0694 13.8638 15.5232 4.88016
2.02712	0.315663 0.195742	22.0694 13.8638 15.5232 4.88016
2.02812	0.315669  0.19574	22.0701 13.8642 15.5235 4.88028
2.02913	0.315674 0.195738	22.0707 13.8647 15.5238 4.88039
2.03012	 0.31568 0.195736	22.0714 13.8651  15.524 4.88051
2.03112	0.315685 0.195735	 22.072 13.8656 15.5243 4.88062
2.03213	0.315691 0.195732	22.0733 13.8664 15.5248 4.88085
2.03312	0.315696 0.195731	22.0733 13.8664 15.5248 4.88085
2.03412	0.315701 0.195729	 22.074 13.8669 15.5251 4.88096
2.03508	0.315706 0.195727	22.0752 13.8677 15.5256 4.88117
2.03612	0.315711 0.195725	22.0759 13.8682 15.5259 4.88131
2.03712	0.315717 0.195723	22.0759 13.8682 15.5259 4.88131
2.03812	0.315722 0.195721	22.0771  13.869 15.5263 4.88151
2.03908	0.315727 0.195719	22.0771  13.869 15.5263 4.88151
2.04007	0.315732 0.195717	22.0777 13.8694 15.5266 4.88162
2.04107	0.315737 0.195715	22.0783 13.8698 15.5268 4.88173
2.04212	0.315742 0.195713	22.0789 13.8702 15.5271 4.88184
2.04312	0.315747 0.195711	22.0795 13.8706 15.5273 4.88194
2.04413	0.315752  0.19571	22.0807 13.8714 15.5278 4.88215
2.04512	0.315757 0.195708	22.0807 13.8714 15.5278 4.88215
2.04612	0.315762 0.195706	22.0813 13.8718 15.5281 4.88225
2.04712	0.315766 0.195704	22.0819 13.8722 15.5283 4.88235
2.04812	0.315771 0.195702	22.0825 13.8726 15.5285 4.88246
2.04913	0.315776 0.195701	22.0831  13.873 15.5288 4.88256
2.05013	 0.31578 0.195699	22.0842 13.8738 15.5292 4.88276
2.05112	0.315785 0.195697	22.0842 13.8738 15.5292 4.88276
2.05208	0.315789 0.195695	22.0848 13.8742 15.5295 4.88286
2.05312	0.315794 0.195693	22.0853 13.8745 15.5297 4.88295
2.05412	0.315799 0.195692	22.0865 13.8753 15.5302 4.88316
2.05513	0.315803  0.19569	22.0871 13.8757 15.5304 4.88325
2.05608	0.315808 0.195688	22.0871 13.8757 15.5304 4.88325
2.05712	0.315812 0.195687	22.0877  13.876 15.5306 4.88335
2.05812	0.315817 0.195685	22.0882 13.8764 15.5308 4.88344
2.05913	0.315821 0.195683	22.0893 13.8772 15.5313 4.88363
2.06013	0.315825 0.195681	22.0898 13.8775 15.5315 4.88373
2.06113	0.31583 0.19568	22.0898 13.8775 15.5315 4.88373
2.06213	0.315834 0.195678	22.0909 13.8782  15.532 4.88391
2.06313	0.315838 0.195676	22.0909 13.8782  15.532 4.88391
2.06413	0.315842 0.195675	 22.092  13.879 15.5324  4.8841
