Timestep 	 x_error[2] 	 command torques[4]
4.00507	0.316257 0.195356	22.1792  13.935 15.5657 4.89655
4.00607	0.316257 0.195356	22.1792  13.935 15.5657 4.89655
4.00707	0.316257 0.195356	22.1792  13.935 15.5657 4.89655
4.00807	0.316257 0.195356	22.1792  13.935 15.5657 4.89655
4.00907	0.316257 0.195356	22.1792  13.935 15.5657 4.89655
4.01008	0.316257 0.195356	22.1792  13.935 15.5657 4.89655
4.01107	0.316257 0.195356	22.1792  13.935 15.5657 4.89655
4.01207	0.316257 0.195356	22.1792  13.935 15.5657 4.89655
4.01307	0.316257 0.195356	22.1792  13.935 15.5657 4.89655
4.01407	0.316257 0.195356	22.1792  13.935 15.5657 4.89655
4.01507	0.316257 0.195356	22.1792  13.935 15.5657 4.89655
4.01607	0.316257 0.195356	22.1792  13.935 15.5657 4.89655
4.01707	0.316257 0.195356	22.1792  13.935 15.5657 4.89655
4.01808	0.316257 0.195356	22.1792  13.935 15.5657 4.89655
4.01907	0.316257 0.195356	22.1792  13.935 15.5657 4.89655
4.02007	0.316257 0.195356	22.1792  13.935 15.5657 4.89655
4.02107	0.316257 0.195356	22.1792  13.935 15.5657 4.89655
4.02207	0.316257 0.195356	22.1792  13.935 15.5657 4.89655
4.02307	0.316257 0.195356	22.1792  13.935 15.5657 4.89655
4.02407	0.316257 0.195356	22.1792  13.935 15.5657 4.89655
4.02507	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.02607	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.02707	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.02807	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.02907	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.03007	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.03107	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.03207	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.03307	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.03407	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.03507	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.03607	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.03707	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.03807	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.03907	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.04007	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.04107	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.04207	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.04307	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.04407	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.04507	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.04607	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.04707	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.04807	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.04907	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.05007	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.05107	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.05207	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.05307	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.05407	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.05507	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.05607	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.05707	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.05807	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.05907	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.06007	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.06107	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.06207	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.06307	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.06407	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.06508	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.06607	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.06707	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.0682	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.06907	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.07007	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.07108	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.07207	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.07307	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.07407	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.07507	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.07607	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.07707	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.07807	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.07907	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.08007	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.08107	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.08207	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.08307	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.08408	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.08508	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.08612	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.08712	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.08807	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.08907	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.09011	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.09112	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.0921	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.09311	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.0941	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.0951	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.0961	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.0971	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.09812	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.09911	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.10011	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.1011	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.10206	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.10311	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.10412	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.10511	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.1061	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.10711	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.1081	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.10912	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.11011	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.11111	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.11211	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.11311	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.11411	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.11506	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.11611	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.11712	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.11806	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.1191	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.12011	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.12111	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.12211	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.12311	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.1241	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.12511	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.12612	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.12711	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.12811	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.12911	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.13011	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.13106	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.13211	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.13312	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.13411	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.13511	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.13611	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.13711	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.13811	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.13911	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.1401	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.14113	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.14211	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.14311	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.14413	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.14511	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.14611	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.14712	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.14811	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.14913	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.15012	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.15112	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.1521	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.15311	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.15411	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.15511	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.1561	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.1571	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.1581	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.15911	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.16011	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.16111	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.16211	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.1631	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.16411	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.16511	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.16611	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.16711	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.16806	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.16911	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.17012	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.1711	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.17211	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.1731	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.17411	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.17511	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.17611	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.17711	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.17812	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.17911	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.18011	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.18111	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.18211	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.18311	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.18411	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.18511	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.18611	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.18711	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.18811	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.1891	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.19011	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.19111	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.19211	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.19311	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.19411	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.19513	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.19611	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.19712	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.19811	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.19912	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.20011	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.20111	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.20212	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.2031	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.2041	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.20511	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.20611	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.20712	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.20812	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.20911	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.21012	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.21111	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.21211	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.21314	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.21411	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.21511	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.21612	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.21713	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.21808	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.2191	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.22006	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.22106	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.22211	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.2231	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.22412	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.22511	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.22611	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.22711	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.2281	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.22911	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.23012	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.23111	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.23212	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.23311	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.23411	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.23511	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.23606	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.23711	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.2381	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.23917	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.24006	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.24106	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.24206	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.24306	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.24406	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.24506	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.24606	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.24706	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.24806	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.24906	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.25006	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.25106	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.25206	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.25306	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.25407	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.25507	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.25607	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.25708	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.25807	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.25907	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.26013	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.26108	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.26213	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.26313	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.26413	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.26513	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.26613	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.26713	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.26808	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.26912	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.27012	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.27111	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.27212	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.27309	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.27409	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.27507	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.27613	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.27713	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.27814	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.27913	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.28014	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.28113	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.28208	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.28313	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.28413	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.28507	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.28612	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.28708	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.2881	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.28925	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.29007	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.29113	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.29212	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.29313	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.29414	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.29513	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.29613	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.29713	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.29813	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.29913	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.30013	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.30113	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.30213	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.30308	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.30415	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.30513	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.30613	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.30713	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.30812	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.30914	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.31014	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.31113	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.31213	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.31313	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.31413	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.31513	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.31613	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.31714	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.31808	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.31909	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.32008	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.32114	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.32208	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.32307	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.32413	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.32514	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.32613	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.32713	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.32813	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.32913	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.33013	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.33113	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.33213	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.33314	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.33413	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.33512	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.33608	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.33707	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.33814	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.33913	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.34013	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.34114	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.34215	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.34313	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.34413	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.34514	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.34614	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.34714	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.34813	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.34913	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.35013	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.35118	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.35216	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.35315	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.35412	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.35512	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.35612	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.35707	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.35808	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.35908	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.36008	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.36108	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.36208	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.36313	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.36414	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.36513	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.36613	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.36714	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.36808	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.36912	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.37012	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.37113	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.37213	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.37314	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.37407	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.37515	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.37613	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.37713	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.37814	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.37914	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.38013	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.38113	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.38208	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.38314	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.38414	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.38507	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.38613	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.38713	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.38812	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.38917	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.39012	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.39112	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.39212	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.39319	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.39414	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.39513	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.39613	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.39713	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.39813	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.39913	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.40014	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.40107	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.40207	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.40307	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.40424	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.40519	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.40612	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.40712	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.40812	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.40919	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.41013	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.41113	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.41213	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.41317	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.41414	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
4.41513	0.316256 0.195356	22.1792  13.935 15.5657 4.89655
